f1,f2,f3,f4
61,177,159,106
121,110,30,88
133,143,68,162
173,106,127,98
89,154,91,162
145,93,122,122
153,184,96,95
139,55,110,144
166,101,75,153
130,175,134,210
154,143,45,131
189,81,153,82
153,57,155,98
115,91,184,144
55,41,80,118
72,78,151,96
102,51,181,120
102,137,96,142
108,144,144,91
84,107,121,214
136,151,133,152
96,198,195,133
193,178,112,110
0,105,105,105
79,78,23,98
90,152,104,210
144,125,139,146
153,161,151,129
107,164,171,202
188,76,41,63
191,88,59,114
136,170,87,182
218,192,43,123
146,156,186,160
157,163,38,111
131,98,141,135
236,184,169,174
83,108,114,236
111,53,128,87
92,151,67,94
103,47,76,173
77,23,206,94
167,186,161,127
128,165,43,208
102,93,133,168
123,100,111,121
92,161,70,112
163,66,187,131
238,130,107,143
115,113,148,127
205,125,223,130
103,122,81,147
91,210,146,133
108,104,109,124
125,52,178,124
78,120,82,145
93,149,171,124
205,100,119,122
96,73,141,83
152,98,110,66
149,139,166,143
147,179,118,75
181,64,131,157
124,115,228,139
174,117,156,177
155,97,131,139
140,110,128,113
205,175,98,152
87,161,76,167
118,67,10,147
68,185,95,80
80,169,128,171
120,129,129,159
87,152,164,46
142,137,158,181
126,107,75,163
158,168,98,161
115,114,59,137
127,163,157,129
110,177,135,154
140,222,100,156
79,82,131,35
126,162,185,144
28,123,211,87
164,143,175,118
205,79,166,115
103,100,122,227
117,143,115,140
68,107,98,27
184,95,132,113
62,150,76,144
149,114,78,119
156,112,71,137
112,29,144,89
177,92,104,88
113,108,55,77
116,93,130,113
122,114,104,78
148,95,140,137
132,94,37,127
100,188,131,178
197,113,102,133
105,88,168,105
103,109,104,88
162,143,61,91
119,122,131,112
116,79,72,43
118,117,157,152
121,88,130,185
131,27,112,82
156,162,80,183
168,20,129,131
136,177,101,124
124,111,81,95
66,155,88,96
103,63,197,183
70,110,110,69
132,194,157,62
162,92,167,78
166,137,130,138
151,187,24,194
89,69,228,138
115,133,165,80
131,58,38,31
132,131,149,105
57,185,183,104
98,120,85,188
152,59,105,146
106,149,167,172
54,152,153,131
61,151,117,187
113,210,109,182
109,137,176,139
80,137,154,146
83,74,177,160
121,139,149,147
76,135,130,62
127,146,71,117
156,96,204,68
84,121,0,179
139,152,138,84
168,109,112,164
158,145,93,112
90,166,116,61
92,99,146,91
66,86,165,205
155,116,112,139
112,83,153,124
77,154,87,124
130,91,137,75
96,159,144,132
76,129,111,69
185,84,140,180
150,119,91,117
122,157,143,137
98,167,71,164
145,111,93,91
123,157,59,209
191,133,126,97
166,46,188,169
184,141,76,66
127,108,49,130
120,110,146,52
162,131,137,140
145,122,106,102
95,105,120,135
97,70,92,77
123,127,150,61
140,83,80,96
113,106,149,196
118,72,191,149
135,177,98,126
146,139,46,46
139,106,37,167
128,165,94,117
186,135,100,112
221,152,149,140
118,127,120,70
139,139,146,109
109,191,108,79
196,156,123,104
153,144,174,90
150,150,118,150
186,83,68,136
117,122,26,136
173,100,122,100
152,73,125,92
102,100,166,176
65,34,62,162
148,90,79,199
142,101,138,75
119,102,91,203
100,117,141,152
129,57,118,71
119,123,127,112
155,169,127,148
170,140,99,136
156,139,184,151
89,59,39,75
65,150,135,96
141,76,132,195
90,62,170,126
125,117,150,68
63,104,121,27
173,109,161,182
222,137,112,144
102,180,101,60
94,112,89,185
137,44,187,84
137,137,157,216
57,111,115,145
139,96,175,145
104,212,185,129
156,125,151,166
105,86,143,111
135,166,195,126
25,78,140,135
136,189,139,159
132,83,139,153
121,65,123,148
61,161,187,111
207,93,74,122
74,105,116,66
166,116,126,133
158,135,199,113
161,111,184,96
45,126,162,202
151,125,110,170
116,140,72,123
176,112,54,131
68,79,154,150
100,113,133,87
159,148,198,111
63,87,51,105
149,110,129,149
101,140,170,126
133,94,139,75
234,88,217,116
207,71,146,113
154,231,130,142
144,129,125,142
154,70,116,123
141,95,85,142
91,121,104,99
53,107,114,112
42,145,151,166
84,116,151,99
142,140,152,196
106,80,66,174
145,101,152,131
75,178,161,101
135,64,152,128
177,175,158,21
141,136,134,111
226,187,212,122
117,138,188,98
84,116,117,163
177,141,120,117
171,112,131,91
73,90,106,85
91,165,104,122
141,117,129,164
106,125,110,109
131,122,122,68
123,62,144,115
87,190,153,91
197,135,107,115
120,119,105,132
158,185,195,113
180,65,117,147
126,111,207,134
85,138,64,76
175,92,163,192
99,119,72,28
153,201,135,144
141,106,157,72
95,87,167,150
162,152,68,156
210,84,82,142
118,153,163,51
110,85,91,126
106,118,141,122
59,108,181,173
110,65,199,153
87,98,96,161
190,69,122,115
201,120,177,156
147,161,230,177
147,95,155,75
165,248,108,99
106,106,102,65
150,159,155,34
123,147,164,144
151,41,169,115
102,153,184,96
82,122,164,164
163,172,114,214
116,162,101,122
143,129,134,86
18,183,137,100
127,139,59,125
148,76,139,48
155,52,92,175
92,120,189,139
91,143,88,151
186,164,35,202
86,97,177,56
201,104,124,77
181,44,97,102
154,132,88,97
82,95,78,144
151,152,102,161
134,173,184,173
177,154,143,122
166,129,184,122
81,108,220,133
66,176,184,120
175,148,73,112
165,142,45,176
163,139,208,201
95,140,118,62
107,182,103,162
128,153,76,242
168,144,52,96
122,185,68,169
89,51,169,103
86,73,185,155
135,88,110,92
151,77,162,161
144,191,140,101
136,146,113,65
99,60,135,82
75,174,141,132
112,183,196,66
36,135,56,116
105,186,179,157
115,97,79,91
138,165,163,156
74,107,113,94
137,76,217,145
73,81,70,99
121,126,93,156
123,178,114,50
76,185,185,154
45,148,90,217
110,197,96,136
186,131,148,62
184,119,127,138
105,191,211,128
157,164,162,75
143,167,116,84
121,94,206,114
106,109,87,180
154,236,122,185
226,138,151,124
137,94,123,146
149,121,78,149
143,145,168,101
62,162,125,97
184,171,105,200
163,124,139,123
97,138,186,85
74,209,108,77
97,131,159,119
75,128,128,136
163,44,38,111
137,99,58,138
37,120,193,99
82,78,75,130
84,127,122,148
106,114,195,112
117,125,82,104
80,80,117,167
55,133,85,143
54,105,67,100
9,158,122,145
107,139,114,118
120,171,92,96
98,60,140,116
57,113,82,75
123,147,172,67
107,155,137,117
157,149,159,60
88,97,128,129
178,71,33,137
199,193,102,104
122,118,191,131
65,185,96,67
181,120,154,124
221,155,114,112
132,67,197,101
124,105,106,161
124,127,122,127
121,112,137,176
122,111,146,187
160,56,165,95
162,51,102,124
158,146,160,126
121,154,111,116
99,162,80,172
137,116,102,45
163,163,171,190
111,39,71,167
146,80,195,174
149,110,170,145
206,155,43,142
122,162,231,163
167,138,135,131
79,121,151,106
86,87,134,135
168,119,209,94
103,85,121,69
96,55,176,162
134,85,152,37
157,105,131,133
182,136,135,182
169,152,68,53
217,76,152,125
119,142,130,231
80,104,145,50
118,90,127,163
119,116,136,157
234,63,201,159
161,216,81,164
135,110,63,36
179,127,127,146
76,98,137,57
127,78,46,120
140,113,97,111
138,95,119,105
119,98,172,134
90,139,103,54
204,99,171,151
141,83,166,189
193,130,80,95
129,103,180,126
68,161,142,120
102,150,180,145
113,65,153,237
111,125,168,144
157,162,128,128
152,55,125,141
182,145,122,170
120,120,88,190
54,77,17,127
129,77,117,90
187,101,116,151
78,196,160,100
99,95,134,68
144,102,158,147
177,74,49,136
153,96,123,141
134,103,129,82
181,192,176,148
150,145,163,141
135,97,153,117
98,150,95,148
180,28,48,8
164,136,49,121
78,154,232,139
44,115,87,96
119,118,146,110
142,187,113,79
154,90,152,149
163,165,161,111
149,136,164,133
133,68,180,95
154,96,129,173
50,117,140,44
81,85,53,182
110,131,162,114
106,113,221,162
148,147,88,130
169,163,50,112
57,175,100,109
125,67,163,124
83,119,121,138
170,175,112,189
125,134,168,115
133,88,116,102
85,160,116,149
127,40,77,94
44,137,156,42
151,124,129,117
153,136,69,101
93,120,194,140
48,24,104,188
137,101,122,157
49,129,143,69
150,134,103,145
167,181,150,88
131,191,113,112
96,121,130,192
170,122,103,166
96,188,83,174
117,138,178,67
113,76,100,55
113,118,140,140
114,185,109,96
175,142,140,143
152,151,234,91
84,218,56,187
144,106,130,134
138,86,128,55
141,108,147,127
143,143,77,124
45,168,164,106
101,77,123,121
180,140,99,148
133,157,65,136
69,190,113,83
147,151,135,180
94,182,62,146
91,151,107,164
136,156,143,155
98,78,117,119
115,96,140,123
221,114,138,57
153,106,113,105
122,114,130,153
172,117,183,111
179,86,144,160
216,173,133,139
151,135,65,174
147,155,150,82
166,140,66,148
119,85,126,188
123,181,114,67
116,122,95,206
82,175,53,42
162,142,190,133
70,64,168,118
107,141,60,50
175,152,162,105
212,176,136,133
255,148,172,163
157,174,106,202
115,95,119,178
84,99,154,106
146,215,76,52
163,119,116,25
149,152,188,103
179,143,154,106
150,145,96,126
183,167,24,63
200,98,94,127
153,159,146,147
122,121,161,133
68,163,139,116
103,95,92,111
59,83,134,210
112,128,126,119
116,124,118,95
88,194,95,76
157,149,91,63
144,194,127,170
137,117,144,160
183,158,90,112
59,127,153,181
109,161,185,153
14,57,120,103
109,139,11,182
46,126,184,194
95,128,54,160
112,90,124,103
157,100,127,116
139,135,153,51
155,143,107,75
135,172,151,123
174,85,102,147
114,147,112,121
163,115,106,135
79,163,77,98
85,115,127,205
91,210,167,106
118,157,68,125
73,103,92,140
129,191,133,97
106,86,160,152
97,174,198,115
155,126,0,233
106,76,159,129
89,138,153,134
165,88,71,133
105,187,70,113
100,140,141,52
68,159,129,212
112,148,178,123
136,86,174,140
1,142,157,145
134,188,123,152
134,157,103,183
77,97,171,211
75,96,187,171
178,160,129,216
114,106,123,72
65,177,140,112
104,6,143,135
103,179,167,93
139,140,105,174
189,108,111,201
179,208,31,110
101,71,147,98
192,130,82,122
199,169,165,95
118,93,113,77
131,97,177,184
137,116,23,177
120,154,140,172
150,159,78,18
135,126,102,35
76,100,120,142
85,86,98,117
190,140,63,125
85,147,184,95
146,73,193,111
127,89,153,106
218,105,157,14
136,129,149,140
217,157,151,146
83,166,137,181
119,140,165,202
100,172,57,163
133,104,120,133
111,79,110,63
62,199,191,160
98,125,167,138
159,126,44,156
53,136,132,125
174,142,75,109
203,193,169,99
116,21,82,82
57,95,98,118
97,127,115,113
156,143,173,155
143,146,100,125
204,220,87,228
102,211,86,213
147,143,132,175
148,150,194,151
177,161,117,140
213,126,164,143
116,108,131,78
130,134,157,106
131,179,139,110
113,93,81,44
93,105,114,123
105,176,143,106
143,218,89,119
100,130,145,135
111,115,129,169
114,87,135,146
84,92,98,192
144,181,45,123
157,118,177,69
134,128,205,129
124,123,118,81
138,82,186,72
77,164,180,162
132,95,162,157
200,215,134,72
73,126,119,49
133,125,108,70
148,98,120,88
136,121,109,108
160,165,227,182
148,136,139,155
73,84,157,139
111,172,141,194
123,96,142,124
134,129,123,157
85,150,67,174
45,127,128,93
97,231,92,129
114,148,91,178
76,129,96,102
156,129,156,182
124,135,123,82
136,143,160,155
172,115,116,137
87,105,45,163
111,174,90,142
137,108,84,141
99,194,183,139
99,128,60,65
166,167,79,162
162,150,205,170
143,207,82,204
193,89,127,158
154,71,127,200
211,114,136,153
192,149,149,99
184,168,85,134
117,100,125,174
135,111,112,107
121,98,163,105
115,158,134,122
162,126,153,173
155,163,175,141
87,92,60,174
178,230,120,103
128,148,97,180
132,143,150,172
163,188,49,160
99,172,170,108
142,139,171,83
110,80,146,146
155,158,133,130
133,203,127,91
126,218,200,128
186,79,55,89
71,93,224,160
95,212,218,121
116,158,141,123
157,86,103,86
117,144,120,117
72,145,155,184
196,157,99,205
145,126,96,143
126,190,102,121
187,64,207,201
86,142,140,162
140,128,64,108
58,151,122,151
170,162,197,57
175,125,137,141
104,158,88,192
162,59,91,95
94,164,185,202
178,118,118,138
134,92,75,185
132,176,179,130
85,114,211,126
163,130,179,111
175,168,147,116
112,191,87,134
147,119,127,143
117,84,155,166
71,109,149,86
155,133,80,148
27,156,176,159
65,132,98,134
82,136,117,137
99,114,192,63
81,184,150,141
118,104,141,111
139,156,25,125
99,221,149,170
128,201,95,46
158,75,108,140
3,90,156,74
122,138,115,140
55,128,142,109
189,149,194,82
113,76,139,142
189,118,105,131
210,165,81,132
165,110,94,141
151,148,147,194
218,85,175,117
113,149,148,133
63,149,166,108
167,112,141,178
81,146,91,146
84,131,91,124
167,99,54,139
64,97,172,94
177,117,177,144
146,40,170,101
172,166,75,82
48,151,153,115
101,144,207,179
123,111,123,93
151,67,164,152
205,114,135,89
162,73,92,109
110,196,72,90
172,98,119,102
72,112,77,125
97,155,183,151
109,95,168,77
196,162,117,76
74,131,123,116
110,202,60,58
131,106,98,173
88,126,154,138
71,158,82,40
130,116,56,165
60,90,137,210
98,58,128,72
176,50,187,98
106,152,147,142
184,105,109,123
153,153,156,173
127,165,102,109
75,121,136,41
74,46,125,114
187,176,170,50
171,156,105,200
79,75,183,108
118,130,127,156
121,163,125,135
46,147,243,101
122,78,99,92
50,102,124,92
146,147,156,117
163,155,169,61
137,137,144,115
178,115,250,54
160,119,154,150
227,133,157,181
110,150,110,169
141,117,194,109
64,218,194,167
83,164,78,154
63,125,155,121
125,126,177,38
122,145,138,145
200,184,113,114
97,87,86,168
114,97,122,115
82,101,192,151
60,116,114,154
128,218,54,84
91,179,194,155
97,75,151,83
125,180,172,70
0,98,118,144
81,36,52,116
52,114,49,107
80,116,96,108
151,180,167,112
164,248,169,164
82,138,161,52
113,106,125,112
146,0,183,103
79,110,128,87
231,197,140,88
90,77,58,193
115,115,87,145
101,204,97,186
138,148,117,137
153,135,156,77
87,106,73,203
77,143,175,101
143,69,150,127
79,75,144,25
128,229,199,118
59,69,117,215
199,137,34,100
81,140,130,119
169,149,54,147
181,127,141,127
90,181,183,50
135,93,154,61
105,133,116,154
122,161,53,105
115,127,87,111
60,95,181,133
148,160,127,129
133,54,167,80
140,68,143,152
209,111,60,177
174,149,104,126
122,43,88,168
117,101,108,143
181,165,83,85
183,115,126,191
146,158,105,104
112,175,177,124
62,139,178,138
89,109,140,136
138,118,154,154
192,91,133,94
181,187,103,129
63,105,129,105
161,183,81,152
21,123,117,177
141,125,151,126
119,106,27,167
146,191,116,53
142,90,215,76
137,102,126,149
183,137,99,82
132,120,141,89
84,156,77,116
208,135,135,85
85,202,193,172
176,205,119,146
119,135,144,153
124,55,98,151
99,145,91,76
75,52,180,110
130,152,114,151
114,160,133,90
114,109,158,99
87,136,136,117
191,111,132,176
145,99,170,181
83,103,146,84
228,75,115,140
64,143,123,186
118,118,105,0
180,167,110,69
48,179,75,120
75,75,170,110
169,154,89,153
60,124,153,121
119,213,126,143
90,96,174,146
143,80,110,83
97,165,130,193
140,152,45,117
98,117,196,30
60,163,108,124
97,125,160,150
174,89,109,139
48,92,128,103
159,49,144,102
91,145,107,69
199,100,156,112
176,133,128,167
120,93,147,55
124,188,196,199
89,62,198,235
135,145,187,63
189,77,56,39
113,124,148,98
153,141,163,138
71,159,183,123
119,59,124,83
193,163,126,97
90,100,116,64
126,122,143,140
161,125,178,122
149,92,139,74
158,72,172,134
148,145,148,117
156,82,39,151
124,105,186,216
114,148,167,181
192,138,185,222
132,188,128,156
146,94,94,60
128,65,178,133
110,119,106,156
129,114,112,100
107,167,9,129
158,130,79,168
192,170,97,139
93,127,139,122
192,107,132,116
159,72,160,207
163,172,81,96
130,140,151,116
133,105,127,178
179,105,105,142
127,124,197,100
78,219,100,182
172,84,43,189
182,143,73,135
165,148,83,38
118,98,92,151
63,232,92,176
124,122,85,87
72,150,114,180
105,143,83,49
179,174,80,186
167,117,70,131
138,113,186,182
62,89,105,67
230,181,135,71
165,204,148,127
41,151,104,86
48,164,148,141
120,154,184,91
79,84,175,97
158,87,64,122
64,118,24,186
109,121,123,224
133,194,137,110
180,73,140,133
192,70,131,149
146,167,138,135
112,100,182,129
186,155,77,127
127,90,117,139
51,122,80,126
89,210,99,57
144,139,168,104
138,160,25,144
165,158,78,121
167,90,161,155
150,140,130,186
144,92,80,100
121,39,126,32
35,252,149,125
148,164,179,128
142,130,118,76
77,164,152,153
122,161,205,136
115,196,112,120
113,128,131,158
51,94,83,156
162,173,95,152
202,95,211,193
118,125,93,101
77,110,101,138
147,59,55,63
129,157,116,128
116,99,160,5
200,182,139,127
128,102,127,176
135,47,139,206
117,175,58,95
98,103,107,87
73,65,129,119
45,109,145,151
138,140,166,135
128,180,141,151
116,213,111,139
157,126,127,115
83,123,153,155
153,52,131,95
21,159,130,192
169,129,164,134
133,165,68,114
137,107,175,100
109,112,149,198
56,88,81,128
127,113,127,172
193,142,131,138
63,167,248,200
152,101,110,131
116,146,97,111
80,67,108,123
153,89,97,143
88,71,141,194
130,165,209,98
152,112,129,16
99,72,85,198
131,174,189,168
91,149,191,117
185,96,98,193
166,108,65,102
124,113,143,156
53,106,190,47
148,115,48,108
143,31,42,141
174,168,135,153
192,157,126,91
111,148,161,94
126,105,176,156
150,125,164,155
126,74,108,124
122,186,139,147
157,74,87,117
78,49,84,189
53,94,97,89
131,102,93,121
100,36,159,98
117,127,127,133
207,61,228,141
102,177,157,161
142,156,52,126
138,182,165,117
119,129,83,126
149,92,142,90
153,150,92,146
151,126,71,112
132,128,98,110
82,77,203,171
120,95,107,131
106,131,149,165
48,70,162,130
88,198,112,115
100,70,142,84
120,214,146,123
141,88,95,100
81,137,165,134
168,55,110,91
111,113,104,127
65,174,185,187
97,140,162,89
203,104,118,116
102,67,121,88
126,114,126,107
78,120,107,148
73,116,138,119
213,173,107,93
182,167,71,161
50,156,124,188
131,114,24,68
61,196,66,116
151,110,115,166
75,75,142,143
138,183,163,121
119,173,99,60
179,117,93,130
97,188,83,177
20,147,63,133
148,166,143,93
122,143,118,101
216,172,114,181
111,85,84,120
99,190,102,169
142,123,87,97
54,100,128,186
117,111,139,134
127,52,82,93
69,120,181,152
125,121,67,70
141,105,170,120
124,143,148,66
171,66,173,171
90,178,135,114
161,68,133,98
70,177,54,91
117,129,101,69
70,142,176,169
178,164,103,88
124,88,198,83
166,138,117,124
87,143,104,36
159,127,69,96
136,54,125,176
103,94,107,84
121,138,116,115
145,116,182,107
148,138,152,121
146,215,173,162
181,136,96,184
129,157,161,68
148,98,97,164
78,136,125,183
143,117,129,111
74,127,104,131
79,87,178,108
122,105,137,141
164,125,155,104
166,108,137,194
136,166,200,109
57,97,78,156
182,115,190,111
172,51,117,155
129,179,155,132
113,119,141,108
158,88,149,132
80,209,161,117
151,153,132,190
114,116,125,150
188,135,109,144
158,108,68,173
127,136,99,195
150,97,183,122
31,99,129,88
145,74,187,118
112,110,162,130
140,138,92,149
71,85,150,51
148,149,127,157
181,147,166,75
124,82,78,111
106,178,96,144
108,61,188,127
134,121,138,146
135,156,129,150
102,107,213,201
76,76,113,131
179,199,139,111
167,172,145,162
102,142,63,106
135,108,140,95
162,83,148,110
115,151,167,141
66,188,75,155
99,102,120,103
139,166,78,116
123,95,90,125
155,67,164,156
127,165,130,115
91,88,119,126
150,159,133,195
101,127,125,197
74,104,100,140
100,151,157,206
68,84,167,112
147,203,174,225
105,136,169,49
166,71,73,163
90,120,127,64
163,112,137,218
107,153,164,178
113,121,122,106
87,98,99,156
99,82,79,66
135,141,81,140
67,138,99,147
100,73,136,68
150,138,149,130
151,74,102,193
191,106,199,156
174,140,227,99
127,155,84,169
100,143,212,169
57,158,8,112
118,177,128,94
153,225,138,113
127,168,170,179
119,104,100,121
113,102,80,181
119,166,133,105
108,172,125,171
215,66,196,40
132,145,155,130
162,130,150,155
88,98,80,140
97,74,68,170
80,175,96,73
213,128,67,51
151,87,166,107
129,103,158,78
142,89,123,167
111,102,159,227
112,99,78,164
163,146,67,216
133,82,119,136
196,151,162,155
113,125,124,134
112,60,83,171
130,161,144,133
101,130,124,20
105,150,180,3
154,129,156,118
80,139,206,119
120,134,250,79
128,147,141,215
146,93,98,32
79,83,125,171
136,200,73,170
179,107,137,133
177,177,122,137
164,84,215,105
156,148,93,94
152,55,129,68
138,201,48,141
65,155,129,165
203,216,47,79
255,174,136,56
136,172,120,91
190,51,105,102
102,155,89,146
111,182,156,192
18,178,55,78
76,111,191,104
121,119,207,100
150,122,78,152
109,161,120,185
147,118,139,147
77,109,124,127
255,160,189,83
156,70,88,122
197,212,106,102
103,107,40,100
135,123,237,69
141,196,183,83
164,85,211,128
163,157,118,158
109,103,108,94
156,163,156,85
153,155,213,128
177,105,86,179
178,135,70,26
167,184,143,106
187,98,134,117
121,146,113,85
151,105,95,203
110,134,104,181
82,81,100,89
93,91,173,155
87,97,40,158
118,24,65,239
25,12,191,120
128,122,139,183
86,163,147,236
151,157,126,79
146,159,129,198
136,126,109,79
112,110,77,88
219,175,81,145
187,217,100,165
75,186,107,180
110,168,133,105
92,141,51,153
120,117,117,47
229,72,195,159
150,101,142,76
89,139,118,122
68,94,151,76
127,59,120,134
107,52,123,128
196,165,116,152
159,176,169,179
121,72,182,135
143,183,228,232
158,170,150,122
110,179,94,123
104,195,94,148
141,141,113,140
153,95,135,110
103,120,146,156
181,89,57,139
90,182,126,66
104,95,115,103
160,141,181,104
84,148,57,22
138,64,162,145
165,105,163,135
152,121,68,106
108,126,146,135
188,151,65,138
137,131,131,136
172,143,78,172
135,98,100,126
139,129,123,166
97,88,175,91
88,172,134,165
87,100,194,135
84,97,92,134
182,143,113,158
131,124,134,85
180,118,205,89
69,140,137,93
153,58,84,6
114,105,174,131
78,174,185,67
122,109,139,171
166,84,88,118
121,55,186,151
198,121,183,105
234,177,101,125
174,103,61,91
73,152,177,151
86,74,192,116
82,88,71,148
141,115,84,140
124,193,219,57
129,134,96,155
104,133,115,185
114,78,173,73
189,89,96,158
193,112,130,53
151,199,96,121
109,132,88,136
169,159,140,85
144,40,122,131
138,89,17,128
86,83,92,81
64,152,37,185
141,102,125,139
160,211,137,193
157,199,138,148
194,93,59,162
215,144,128,105
113,125,119,186
120,152,15,98
156,174,99,116
232,126,159,28
142,60,147,197
66,47,119,101
178,196,113,91
93,189,132,134
99,150,166,140
128,106,112,129
114,144,118,141
131,92,88,84
110,58,134,205
177,94,108,107
78,83,96,140
124,211,147,150
144,90,144,1
190,199,161,175
176,118,76,126
141,94,134,86
137,80,131,170
21,156,146,133
155,90,102,167
131,124,107,176
140,186,135,81
172,102,137,59
134,61,104,108
155,42,103,111
133,99,121,70
73,158,75,118
158,130,87,133
145,73,128,42
77,50,79,96
149,121,149,83
74,145,158,155
148,139,41,154
137,146,156,143
102,195,198,128
250,97,126,111
144,112,105,153
154,97,80,101
116,175,118,122
128,125,93,126
156,85,151,109
125,144,129,128
52,155,111,128
121,173,172,213
69,102,123,98
163,81,165,165
108,108,114,76
137,139,29,74
129,118,88,124
91,113,129,120
102,92,189,35
111,101,121,163
178,125,160,102
118,138,60,80
61,175,140,166
175,150,189,97
113,140,135,140
159,197,146,61
198,103,103,138
141,190,191,127
156,127,186,63
153,144,179,52
92,97,93,175
85,164,117,68
151,170,131,130
153,170,159,177
145,197,167,155
148,84,115,151
95,175,213,139
96,159,135,90
53,62,80,138
188,49,158,164
130,127,179,118
220,51,120,133
95,173,159,130
132,149,139,109
100,118,111,78
104,125,103,157
126,132,78,198
114,110,61,140
132,166,168,87
89,56,68,83
59,117,183,124
157,129,170,138
127,232,156,142
239,84,125,134
117,2,54,142
44,123,101,125
128,184,105,141
167,106,131,100
150,55,98,191
70,109,30,102
172,56,73,92
134,213,123,74
89,182,87,162
109,135,132,50
141,147,97,97
136,141,84,189
134,92,93,104
97,78,100,170
191,139,102,67
29,122,180,95
99,174,151,166
101,76,154,73
155,183,108,108
146,157,120,94
168,162,121,97
116,85,138,147
98,111,127,56
148,20,170,140
100,89,149,122
118,221,154,149
79,117,115,155
168,115,165,69
155,166,100,111
147,89,70,168
149,100,161,126
169,104,154,167
189,165,180,123
190,42,136,203
121,18,131,110
164,177,167,123
141,199,63,109
146,91,122,158
117,114,114,126
127,97,69,87
71,81,136,17
187,92,38,74
61,87,165,222
141,117,109,161
61,64,133,84
230,82,138,148
129,177,119,48
112,105,125,149
93,183,197,123
79,125,89,119
122,121,84,74
101,41,88,92
116,168,176,49
111,0,108,132
219,81,87,86
118,133,219,87
143,127,151,140
161,72,82,132
165,174,94,42
127,115,110,95
100,242,97,231
141,106,159,139
74,160,217,119
91,122,158,133
136,171,108,122
126,67,137,135
101,116,154,155
130,76,102,111
61,210,59,113
186,155,52,153
83,115,150,227
98,156,99,97
231,140,123,155
135,97,201,114
108,190,82,142
142,150,142,157
72,167,187,74
173,146,110,135
142,67,160,106
123,149,170,197
99,136,72,63
77,126,85,62
183,102,98,94
148,96,146,39
101,74,201,169
80,181,92,118
255,86,193,46
186,86,130,126
119,168,142,168
216,87,124,113
110,92,37,220
120,97,134,129
148,108,132,31
163,158,133,131
133,147,127,122
111,56,120,94
103,96,136,176
114,67,126,84
74,118,144,235
133,94,115,210
188,99,168,159
59,98,119,198
143,121,141,83
113,188,113,97
107,102,72,121
99,97,161,204
115,162,149,39
67,101,161,135
86,109,130,108
185,129,173,85
144,58,158,149
159,98,112,140
164,175,133,116
121,103,140,165
74,79,120,180
104,138,104,177
105,119,182,214
99,182,126,124
110,74,151,150
172,132,132,166
124,169,120,194
199,87,116,162
88,160,122,101
110,132,116,108
98,176,138,98
97,69,194,126
79,190,157,202
110,143,86,111
163,170,122,99
70,125,54,189
211,125,165,136
161,150,73,82
95,156,191,75
91,129,129,108
181,147,131,222
102,85,49,171
57,77,134,152
129,161,119,176
197,119,92,163
125,141,143,109
136,120,97,132
73,80,198,85
99,142,129,64
80,90,99,148
144,95,141,133
126,118,116,67
110,157,106,165
127,143,207,140
157,88,133,78
163,120,125,120
50,26,179,178
93,131,116,133
133,110,99,153
152,191,123,125
169,206,101,169
125,169,87,134
65,145,0,139
113,110,89,162
132,96,68,57
147,100,124,252
147,172,119,152
80,176,135,68
139,152,37,105
140,79,165,147
124,50,33,197
115,135,108,102
148,111,161,148
219,91,133,100
81,81,115,226
66,66,176,141
159,96,132,112
91,120,199,156
140,175,81,178
157,90,70,80
101,36,147,104
87,136,123,116
227,117,117,111
154,170,147,159
106,200,146,136
178,123,166,128
138,125,111,132
114,127,140,112
152,115,135,121
129,102,16,202
64,129,162,166
45,107,138,156
191,134,132,177
139,137,105,140
146,61,102,169
101,150,152,151
112,204,97,108
147,120,131,145
131,137,86,124
87,197,103,134
88,103,134,109
190,147,101,92
138,167,70,221
153,177,121,142
118,120,193,127
75,120,189,137
200,119,84,112
146,126,108,120
137,93,112,137
141,131,41,117
181,58,61,135
135,129,124,146
99,122,159,188
141,129,219,202
171,62,83,139
93,150,107,134
146,50,129,131
151,144,102,82
51,133,154,41
152,135,142,153
129,152,181,105
68,140,93,116
152,187,50,90
122,158,148,166
139,160,71,163
85,159,118,202
74,156,79,125
113,156,99,34
44,112,135,158
101,46,149,155
91,116,173,88
120,213,87,119
83,184,167,104
95,107,149,171
108,92,126,154
143,139,116,103
163,104,82,124
138,112,210,118
121,127,113,118
106,64,152,94
46,121,109,145
119,103,38,149
121,131,40,79
157,63,110,44
118,58,50,82
104,152,144,54
91,222,144,100
149,94,161,36
116,196,108,186
147,140,58,131
149,171,118,116
123,57,74,103
58,74,94,126
124,140,120,115
164,118,178,149
47,110,130,152
135,138,127,156
79,136,165,170
84,171,116,161
98,135,249,103
82,160,125,94
225,57,142,124
110,184,169,137
117,110,136,121
162,112,108,133
112,71,118,211
134,119,150,152
83,179,117,220
91,112,195,86
136,84,53,184
170,135,50,119
130,118,102,113
157,118,141,140
97,96,101,142
140,127,147,129
78,144,60,28
120,123,187,211
118,165,82,131
137,109,117,132
186,192,137,147
150,70,255,72
146,97,139,219
103,138,137,108
104,162,157,179
151,103,74,96
236,133,123,125
157,125,138,85
122,172,98,146
62,97,192,58
202,165,112,139
138,98,103,164
124,111,132,134
57,78,128,131
147,95,137,107
144,156,94,74
86,116,92,107
126,78,109,77
138,102,170,177
75,218,165,18
107,128,57,133
95,190,119,46
