f1 , f2 , f3 , f4
200,84,186,209
96,90,142,22
198,84,186,211
3,27,70,153
179,14,127,243
95,8,216,159
135,242,126,204
151,82,64,129
202,182,3,61
95,7,215,158
147,23,46,204
209,49,26,4
93,8,215,159
33,54,206,219
148,24,47,205
203,202,117,43
15,245,33,25
231,68,97,85
149,23,45,206
204,201,117,42
36,198,28,250
200,82,185,209
36,200,29,252
166,64,8,55
150,81,64,131
232,67,96,84
200,181,2,61
59,120,253,160
204,202,115,43
200,82,185,210
151,82,65,130
201,182,1,60
236,188,255,213
165,20,48,168
235,187,255,214
35,200,28,251
94,8,215,159
105,150,143,215
66,121,74,12
204,201,115,44
201,181,3,61
149,23,47,204
87,71,225,66
234,187,255,213
234,188,255,212
36,52,169,255
147,24,45,206
94,6,216,160
95,6,217,158
150,80,65,131
231,68,96,84
89,151,7,154
23,175,177,158
204,202,116,43
211,50,26,5
225,193,233,92
149,24,45,204
203,200,117,44
221,93,85,118
9,23,90,154
25,189,219,31
210,50,26,3
72,35,56,244
200,84,185,211
30,48,36,86
234,188,254,212
210,51,26,4
95,6,215,158
204,201,117,44
36,199,28,252
150,82,65,131
200,182,3,59
149,24,45,206
37,199,29,251
147,24,45,206
199,83,185,209
199,84,187,210
83,210,162,184
52,19,22,194
233,66,96,84
43,120,89,138
147,23,46,206
150,81,65,129
202,183,2,60
223,22,106,44
151,81,63,130
105,197,160,147
211,51,24,5
204,201,116,43
154,124,255,158
22,33,233,11
252,22,103,34
200,82,186,210
235,187,254,214
93,7,216,159
210,50,25,4
186,86,95,176
93,8,217,159
231,68,96,84
149,80,64,130
209,51,24,4
85,13,188,224
204,200,115,43
200,82,186,209
12,108,194,54
150,81,65,131
122,30,165,234
244,37,255,211
148,25,45,204
215,209,26,73
233,66,96,85
175,30,255,171
139,19,10,242
36,200,27,250
231,67,98,85
94,8,217,160
231,68,96,84
201,182,1,59
201,182,2,61
79,105,84,254
0,130,12,74
148,24,47,204
200,182,1,59
199,83,186,209
148,23,47,204
142,250,229,122
97,81,84,97
95,111,205,89
201,181,3,60
176,155,255,139
252,230,162,31
199,82,186,209
237,68,253,194
231,68,97,85
150,80,63,130
55,66,80,121
200,181,3,60
198,83,185,209
176,40,32,158
35,198,27,252
204,201,117,44
148,25,47,205
99,24,16,169
150,81,65,131
95,8,216,159
147,24,45,206
35,198,28,250
186,254,10,162
94,7,215,159
81,106,34,102
147,24,45,206
234,188,255,214
199,83,186,211
15,72,191,116
43,182,171,104
252,82,83,22
150,80,65,130
216,32,222,60
149,23,47,204
226,224,13,3
254,64,197,16
202,181,1,61
149,81,65,130
149,25,47,204
234,188,254,212
148,24,45,205
254,133,184,162
184,250,195,158
202,181,3,61
203,202,115,42
232,66,97,84
82,81,43,47
37,198,29,251
231,67,96,85
147,25,47,206
94,8,215,160
235,187,254,212
94,7,216,160
199,83,186,209
210,51,24,3
93,6,217,158
132,78,228,158
90,220,187,208
149,82,65,131
95,8,217,158
200,82,187,209
93,8,217,159
34,226,25,110
21,138,237,134
36,199,27,251
204,200,116,44
201,181,1,61
199,82,186,211
168,31,10,172
147,23,47,205
129,0,161,143
140,54,130,130
94,6,215,159
148,23,47,205
149,80,63,131
218,53,244,25
236,186,255,214
234,188,255,213
63,217,253,151
94,7,216,159
36,200,29,250
200,182,2,59
200,83,186,209
117,228,247,238
147,24,45,206
148,23,46,206
186,74,39,207
201,182,3,59
232,68,96,85
231,68,96,85
248,146,207,83
250,21,152,67
84,6,43,233
231,68,97,85
81,20,212,94
233,67,97,86
199,83,187,209
93,6,217,158
202,181,2,60
37,200,29,250
235,187,255,214
149,24,46,205
119,82,38,117
95,8,216,159
151,81,65,129
133,249,230,182
201,183,3,61
93,7,215,160
234,188,254,214
45,214,40,6
198,82,186,211
209,51,25,3
232,66,97,86
151,80,65,131
148,25,45,204
210,50,25,3
149,82,65,129
204,200,116,43
3,66,37,209
125,31,145,246
209,49,24,4
150,81,63,130
199,83,185,209
150,80,65,130
149,82,63,131
232,68,96,84
23,187,40,252
210,50,24,5
197,72,80,18
211,51,24,4
148,25,45,205
36,198,29,251
210,50,25,5
234,188,255,214
236,186,255,212
218,176,133,115
199,84,185,209
7,35,21,243
94,160,114,204
99,179,85,40
188,87,48,95
95,6,216,158
95,6,217,159
79,252,112,200
232,68,97,85
201,182,2,60
43,112,230,248
236,77,15,182
36,199,28,252
183,55,142,168
233,66,96,86
140,4,8,56
200,84,186,210
206,203,193,166
196,170,211,46
149,80,64,131
233,66,97,85
234,186,254,214
234,187,254,213
149,24,46,206
232,66,98,86
35,199,28,252
37,200,27,252
37,200,28,250
139,219,105,233
147,23,47,205
147,23,47,205
200,84,185,211
233,67,97,85
210,50,26,3
150,82,63,130
236,188,254,212
221,37,91,215
214,64,248,45
201,215,169,205
201,181,1,60
42,213,224,181
93,8,216,158
151,82,63,130
122,190,2,81
37,200,27,250
205,201,116,43
201,182,3,61
235,188,254,213
93,7,217,160
210,49,25,4
93,7,217,159
210,33,212,164
36,199,29,251
112,60,251,199
93,7,216,160
149,80,63,129
231,68,96,85
231,66,97,85
163,115,170,134
204,200,117,44
236,187,255,212
83,200,48,231
200,83,186,211
200,82,185,211
238,94,94,133
95,6,215,160
234,187,254,212
64,80,149,170
205,202,116,43
210,49,25,4
20,14,201,10
209,51,24,3
150,82,63,129
211,49,25,4
233,66,97,85
95,7,217,160
19,223,131,223
199,82,186,210
151,82,64,129
197,31,10,120
198,82,185,210
201,181,2,60
233,66,98,86
195,74,47,153
201,182,3,60
95,8,217,160
105,121,63,193
148,25,45,204
210,49,24,5
200,246,183,147
175,99,249,252
147,25,45,206
211,50,25,5
130,249,247,199
198,83,187,209
209,50,24,5
209,49,25,5
205,200,116,42
201,183,3,60
202,181,3,59
93,7,217,159
232,68,96,84
200,83,187,209
210,49,24,4
147,24,46,204
235,186,255,212
205,201,117,42
211,51,25,3
236,187,255,213
174,49,232,232
40,19,184,149
211,50,25,5
205,200,115,42
211,50,25,4
37,200,28,251
105,36,96,172
202,181,2,59
95,8,216,160
94,8,215,159
173,95,240,230
48,49,161,246
202,182,2,61
148,24,45,205
95,6,215,160
120,152,100,212
232,68,97,85
205,202,115,42
148,24,46,206
93,65,3,12
40,41,239,242
148,24,46,206
210,49,25,5
95,7,216,159
36,199,27,252
36,198,28,252
252,52,97,109
191,90,233,33
94,7,216,160
202,183,1,60
94,8,215,158
233,67,98,84
205,201,117,43
204,201,116,43
141,67,114,40
149,82,63,129
204,131,166,220
177,196,80,245
247,143,203,161
209,50,25,4
210,51,24,3
202,183,1,59
232,68,98,84
13,161,12,250
200,182,1,61
148,24,47,206
167,59,159,213
91,167,0,152
204,202,115,42
200,183,2,59
211,50,25,3
148,23,46,205
150,82,65,129
209,51,25,3
156,22,220,120
15,197,70,120
200,82,185,211
234,188,255,214
198,82,186,210
69,114,82,143
200,83,187,209
223,221,161,185
56,106,27,192
147,23,45,206
233,67,98,86
235,186,254,214
215,245,162,193
36,198,29,252
35,199,28,252
231,67,98,84
5,94,116,104
204,202,116,42
36,200,29,250
36,198,29,250
35,199,28,251
232,68,98,84
211,51,25,4
200,181,2,59
205,200,117,44
231,67,97,86
198,82,186,210
136,45,186,37
235,187,255,214
218,106,101,250
222,89,189,224
94,7,215,158
150,80,63,131
148,24,47,205
148,25,47,204
253,203,92,43
231,67,96,86
209,51,24,4
37,199,28,250
124,192,219,104
199,83,187,210
199,82,186,210
123,140,118,166
210,51,25,3
149,25,47,206
149,25,47,204
148,24,46,204
204,201,115,42
95,7,216,158
231,67,96,84
101,66,79,21
201,183,3,59
93,6,216,158
210,49,25,4
149,25,46,205
36,199,27,252
204,200,117,44
131,73,245,4
236,188,255,212
37,199,29,252
202,181,1,60
151,81,64,129
200,83,186,210
35,200,28,252
233,66,96,85
149,24,47,205
193,169,147,83
45,45,165,254
150,82,65,130
35,199,29,252
71,131,251,163
151,81,63,129
121,100,83,151
201,183,2,61
148,24,46,206
151,82,64,131
199,82,185,210
36,200,27,251
94,6,216,158
38,212,79,177
200,84,185,209
37,199,28,250
233,67,98,85
205,201,116,43
233,68,96,85
210,50,24,3
94,7,215,158
203,200,116,43
204,200,96,234
92,249,110,144
213,177,111,192
151,81,65,130
235,186,255,212
173,199,32,184
164,21,56,239
235,187,255,213
205,200,115,42
198,83,186,210
233,68,96,85
236,186,255,214
202,181,3,60
41,111,234,48
174,90,2,21
231,66,97,86
37,200,28,252
173,121,218,166
211,51,26,4
235,188,254,214
236,187,255,213
151,80,64,131
231,66,97,84
211,51,26,4
4,56,39,86
199,47,156,158
40,240,110,209
198,83,187,210
148,23,47,206
150,81,65,131
100,220,24,10
95,8,217,160
211,51,24,4
203,202,115,44
36,198,27,252
141,191,94,44
232,66,98,85
200,183,1,59
231,68,98,85
211,50,26,3
204,202,115,42
94,7,216,159
124,204,70,63
200,83,187,211
233,67,96,84
198,22,16,139
200,181,1,59
233,68,97,86
200,182,3,61
93,8,217,158
36,198,28,251
35,198,28,251
201,222,167,2
64,19,64,157
151,80,64,130
201,182,1,61
198,83,187,211
149,25,45,205
30,187,246,129
78,72,252,175
182,212,243,97
200,83,185,210
202,182,2,59
209,51,25,3
198,84,187,209
200,182,1,61
191,49,172,214
80,103,180,175
200,83,187,209
201,181,2,59
37,198,28,250
210,49,26,4
209,50,25,5
24,126,225,235
156,38,114,121
23,175,165,239
235,205,92,124
148,23,45,204
149,81,63,130
198,84,187,211
234,188,254,212
149,24,47,204
35,198,29,251
95,7,217,159
150,81,65,130
203,200,117,44
149,25,47,204
210,50,25,3
22,144,48,243
236,188,255,212
236,186,255,213
95,6,217,160
150,80,64,131
94,207,228,149
205,201,117,43
204,202,116,42
166,163,169,166
37,200,27,252
211,103,240,200
232,67,96,85
93,6,216,160
32,184,59,64
50,43,176,65
211,49,26,5
94,6,217,159
233,66,98,86
210,51,26,3
137,117,52,46
151,81,65,129
201,78,176,140
149,23,45,204
231,67,98,86
35,199,29,250
231,68,97,85
204,200,117,43
235,188,254,213
202,181,3,59
198,83,187,211
93,7,215,158
201,181,3,59
64,80,5,126
210,50,24,3
149,80,65,131
35,123,213,184
149,23,46,204
35,199,28,250
200,83,187,209
149,82,64,129
201,183,3,61
200,182,3,60
94,7,217,159
210,49,24,4
70,118,187,173
234,186,254,212
231,67,96,86
205,201,117,42
175,17,239,119
150,80,63,131
232,68,96,84
68,115,252,117
199,82,187,210
204,202,116,42
222,122,185,192
202,181,2,61
37,200,27,251
147,25,45,204
37,200,27,251
198,84,185,211
11,178,203,199
30,52,249,12
148,24,46,205
201,183,2,59
205,202,116,43
210,51,24,5
235,188,254,214
147,23,45,205
236,187,255,213
149,82,64,131
236,188,255,214
231,66,96,86
150,80,63,131
205,201,115,43
205,202,115,44
204,202,116,43
148,23,45,204
236,188,254,213
150,82,65,129
211,51,24,4
148,23,45,204
209,50,24,4
94,8,217,158
235,187,254,214
36,199,28,250
199,84,185,211
193,68,174,183
150,82,63,130
201,183,1,60
209,50,26,5
29,8,143,71
94,8,217,159
234,188,255,213
204,200,117,42
233,66,96,86
210,50,26,3
151,82,64,129
149,23,47,206
200,182,2,60
42,19,235,253
235,188,255,214
95,6,217,160
205,201,117,43
35,198,27,252
198,82,187,211
37,200,27,251
233,67,96,85
147,23,47,204
247,118,84,217
30,126,161,123
147,25,45,206
209,51,24,5
95,6,217,160
86,202,199,124
235,187,255,214
209,51,25,3
97,70,7,18
209,49,24,5
142,29,230,11
198,84,187,210
148,25,47,206
150,81,65,130
186,92,2,233
131,46,244,148
4,131,199,191
95,8,216,159
205,202,115,42
209,51,24,4
200,182,1,61
60,67,166,6
234,186,255,213
39,222,147,164
231,67,98,86
150,80,65,129
35,200,27,252
204,202,117,44
232,68,96,86
150,80,65,130
199,83,186,210
93,6,216,160
254,131,225,161
149,25,45,206
236,186,255,213
211,49,24,3
203,202,117,42
200,182,3,60
147,23,46,206
205,200,115,42
201,158,166,220
11,197,229,208
201,183,3,60
27,192,214,248
148,25,45,206
129,127,117,209
121,248,250,25
150,126,236,247
93,8,216,158
119,21,180,35
204,201,116,44
234,186,254,212
149,80,63,131
202,181,2,60
235,188,255,214
235,188,255,212
198,83,187,210
67,94,76,93
151,80,64,129
200,181,2,61
150,81,63,130
234,187,255,214
199,84,186,209
149,25,45,206
151,82,64,130
88,234,21,106
235,188,255,214
36,198,28,250
151,81,63,130
210,50,24,3
131,180,211,2
198,82,187,209
210,49,26,4
6,221,236,69
150,81,64,130
235,188,254,214
204,200,116,44
200,83,186,209
204,201,116,43
0,5,170,217
150,81,63,129
236,187,255,212
36,198,28,250
36,200,27,251
236,188,254,212
202,86,232,20
233,68,96,85
33,225,216,212
149,81,63,131
148,25,46,206
172,18,16,50
218,5,248,198
202,183,1,60
149,82,63,130
36,199,29,251
211,238,74,174
199,84,185,209
203,200,115,43
236,240,235,144
93,7,215,160
209,51,24,5
10,128,231,233
37,199,27,252
148,24,45,204
37,200,29,250
101,79,139,124
241,69,1,6
199,84,187,209
95,8,215,160
94,8,217,159
203,200,116,43
231,67,98,86
209,51,26,3
93,6,217,159
235,67,49,101
201,183,2,61
202,183,1,61
231,66,96,84
69,113,230,71
235,186,255,214
151,82,65,129
169,55,186,47
185,82,94,79
149,80,65,131
150,82,64,131
234,187,255,214
149,82,65,130
93,7,217,158
200,82,185,210
127,36,42,240
36,198,27,251
209,49,25,4
149,23,45,206
93,6,216,159
223,128,15,204
150,80,63,129
142,169,42,44
147,23,46,205
236,1,24,65
147,25,46,205
209,51,26,5
201,183,3,61
36,200,28,250
211,49,26,4
253,129,97,194
200,84,185,209
8,9,201,32
49,20,62,30
229,86,34,157
203,200,117,43
211,51,26,4
243,6,169,72
149,80,64,130
92,81,59,133
149,81,65,131
93,6,217,158
36,200,27,252
39,83,137,128
210,51,25,4
200,83,185,210
109,241,10,187
40,152,35,137
212,89,116,180
95,143,227,209
199,82,187,209
243,143,168,175
199,82,187,210
201,183,1,59
131,10,223,139
232,67,98,85
126,233,18,186
205,202,117,42
37,199,27,252
233,67,98,86
231,66,96,86
89,250,200,88
205,201,115,42
35,199,28,252
95,8,216,160
25,29,11,197
249,120,94,89
203,200,115,43
149,25,46,205
203,202,116,44
200,183,3,61
178,225,185,60
94,7,216,158
212,159,224,14
114,200,236,36
102,173,74,204
72,31,94,32
235,186,255,214
203,202,115,42
149,25,46,206
37,198,27,250
185,28,233,19
232,68,98,86
94,7,217,160
203,201,115,43
35,199,28,251
95,6,215,160
149,82,64,130
7,91,68,163
232,66,96,84
210,51,25,3
209,50,26,4
36,198,27,252
246,126,202,236
94,8,216,160
94,6,216,160
205,200,117,44
77,12,58,44
149,23,45,206
236,186,255,213
200,182,3,59
247,250,195,28
210,51,26,3
43,123,154,31
199,128,2,43
205,201,117,43
198,84,185,211
149,23,45,205
249,136,9,10
67,29,132,54
40,103,151,128
233,67,98,84
209,51,25,4
95,6,216,159
235,186,255,213
248,115,149,23
115,196,187,90
233,68,96,85
92,12,129,51
236,187,255,214
199,235,55,51
200,84,186,209
170,83,114,223
189,66,36,206
198,83,187,210
151,80,64,129
199,84,186,211
205,201,117,44
85,4,32,59
234,188,255,213
86,105,181,238
228,68,141,82
233,66,98,85
189,70,207,102
105,37,211,141
93,8,215,160
147,23,46,205
236,187,254,214
233,66,98,86
149,24,46,206
200,82,187,211
200,84,187,211
16,181,90,195
195,1,175,163
150,82,65,129
147,23,47,204
235,188,255,212
4,171,53,239
204,201,117,42
35,198,29,252
234,187,255,214
36,199,28,250
34,143,116,61
37,200,27,250
198,157,51,46
234,188,255,212
149,23,45,204
4,123,1,185
148,24,45,204
178,51,63,25
36,200,28,252
48,24,36,24
37,198,28,250
147,23,47,206
150,80,63,131
204,201,115,44
233,67,96,84
203,202,117,43
210,51,25,5
174,111,241,222
200,82,185,209
203,201,117,44
234,188,255,213
151,82,64,129
205,202,117,43
231,68,98,86
94,6,215,159
234,186,255,213
0,16,19,27
200,183,2,61
203,202,117,44
200,82,187,211
148,25,45,205
202,181,2,61
151,81,65,131
204,202,116,42
24,178,18,20
106,127,173,188
36,200,29,250
205,201,116,42
232,68,96,86
239,242,63,85
144,2,90,138
93,6,215,159
199,84,185,210
35,200,28,250
177,244,103,139
162,154,247,135
226,191,237,88
211,49,24,4
203,201,117,43
235,188,254,212
213,51,161,38
232,68,97,85
203,202,116,42
128,210,88,213
187,104,100,253
150,82,63,130
231,66,98,85
109,173,65,135
204,194,211,234
116,228,120,43
36,198,27,250
121,97,184,153
149,81,63,130
236,187,255,213
93,8,216,159
84,101,183,14
147,23,47,205
147,25,45,205
247,138,167,44
200,183,1,60
212,81,41,248
198,84,185,209
85,212,97,117
200,182,2,61
235,187,254,214
202,181,3,60
104,0,211,51
92,2,21,78
116,16,154,174
200,82,186,210
220,121,236,250
205,201,115,44
200,183,3,59
155,197,101,0
205,202,117,44
64,162,0,9
229,202,194,146
148,25,45,205
204,202,117,43
147,24,46,206
150,81,65,130
148,25,46,206
202,183,3,61
147,23,47,205
93,6,215,158
201,181,1,60
211,51,24,5
203,141,92,218
95,8,216,158
232,67,96,85
236,187,254,213
232,68,96,85
202,181,2,60
209,51,26,5
227,122,158,245
20,72,240,196
162,65,129,68
6,102,193,164
209,179,146,39
199,84,186,209
94,7,217,160
200,171,78,170
94,8,216,159
234,38,107,54
200,183,1,59
234,188,255,212
236,188,254,212
149,80,63,131
211,50,24,5
134,221,82,166
198,83,187,210
200,181,1,61
234,188,254,212
235,188,255,214
234,187,255,214
210,49,26,4
198,82,185,211
11,179,215,0
111,13,181,140
218,0,48,193
94,7,216,160
93,8,217,159
149,24,46,204
58,86,128,206
200,183,3,59
201,181,3,61
95,7,216,160
201,182,2,60
9,106,246,69
149,24,45,206
200,83,185,210
106,6,170,228
204,201,116,42
200,82,187,210
35,198,27,251
94,6,215,159
236,187,255,212
95,7,216,160
151,82,63,129
150,82,65,130
236,187,254,212
94,6,217,159
240,195,81,33
95,8,217,158
234,187,255,213
37,209,163,95
200,84,187,211
211,50,25,3
200,84,185,210
232,66,98,86
149,81,65,131
231,68,96,85
147,23,46,204
150,82,64,130
150,82,64,129
40,67,172,246
198,83,187,211
151,82,64,129
113,250,121,124
95,8,217,159
198,84,187,211
209,50,26,5
201,181,3,60
149,80,63,131
162,228,13,46
35,198,29,252
148,25,45,205
210,49,26,4
235,188,255,214
211,51,25,3
95,8,216,160
210,50,25,4
95,6,217,158
94,37,39,159
211,51,24,3
209,51,24,3
93,202,11,91
236,188,254,213
73,123,158,168
196,44,54,61
93,7,216,159
143,159,191,96
200,82,186,209
95,8,217,160
200,82,187,209
235,66,63,17
199,83,186,211
200,181,3,60
204,202,116,43
210,51,26,4
205,250,180,213
97,14,237,121
51,116,163,81
140,35,119,158
133,87,79,245
234,188,255,213
90,189,105,197
244,117,73,27
201,183,1,59
151,82,65,130
202,181,3,60
198,84,186,209
62,170,177,180
173,128,230,180
236,187,255,214
135,211,242,234
116,53,238,121
201,183,1,59
149,82,63,129
186,218,194,139
35,199,29,250
203,200,116,44
35,200,28,252
236,187,255,212
35,200,28,251
198,83,185,210
94,7,217,160
116,52,145,75
94,6,217,160
123,172,51,69
200,84,186,209
86,39,89,19
252,186,39,157
211,50,25,5
205,200,115,43
234,186,255,213
233,253,77,125
149,24,47,205
211,51,26,3
36,199,28,252
185,11,205,60
203,201,117,42
202,181,3,61
235,186,255,214
68,49,113,31
202,183,3,59
235,187,255,214
210,50,26,3
201,181,2,59
236,188,254,214
36,198,28,252
51,162,19,227
211,51,25,3
205,200,117,44
147,25,47,205
94,8,217,160
94,6,216,158
151,81,64,129
232,67,98,86
28,230,168,255
35,198,29,252
198,82,185,210
5,125,132,21
236,188,255,214
233,67,96,86
233,67,97,85
11,244,58,42
100,188,164,87
201,183,3,60
5,1,4,131
198,84,186,210
236,187,254,213
136,80,84,182
209,49,26,5
148,23,46,204
197,213,86,70
150,82,64,131
37,198,27,252
186,186,104,204
49,23,47,106
149,24,47,204
209,49,25,3
170,224,199,167
225,46,36,186
124,162,138,159
203,200,115,42
204,202,115,43
151,82,64,130
36,198,27,252
205,200,117,44
211,49,25,5
103,117,98,141
232,68,98,85
238,108,106,66
89,174,56,139
104,239,124,58
149,82,64,129
235,186,254,212
201,183,2,61
34,100,151,56
126,127,131,199
149,82,65,129
148,23,47,206
88,123,156,31
222,142,45,211
95,7,217,158
198,83,185,211
211,50,26,3
151,80,64,130
210,50,26,4
236,188,255,213
149,24,46,204
69,184,209,36
232,68,97,84
17,65,134,159
234,187,254,213
233,67,97,85
148,24,45,206
236,188,255,213
198,83,186,211
95,8,215,158
149,25,45,205
225,255,111,148
233,66,97,86
21,209,217,234
236,186,255,214
37,198,28,252
202,183,2,59
211,51,24,3
11,174,106,32
150,82,63,129
233,68,96,86
231,68,98,86
234,188,254,214
122,15,184,47
233,68,97,85
231,68,96,85
59,49,0,5
68,178,35,75
184,183,211,82
36,198,28,250
149,25,46,204
198,83,185,209
204,200,116,43
209,49,25,5
203,202,117,43
122,234,52,181
202,181,2,60
236,187,255,212
254,89,213,4
84,88,136,159
94,7,217,158
51,48,78,25
211,49,25,4
234,186,255,213
147,24,46,206
171,87,178,228
113,186,145,148
203,200,117,44
232,68,98,86
236,188,254,214
249,126,24,92
200,84,187,210
36,200,28,250
36,198,27,250
94,8,215,158
35,163,58,168
119,77,229,101
0,37,7,138
149,23,46,205
236,187,254,213
94,8,216,160
203,202,115,43
202,183,1,60
151,81,64,129
37,200,27,252
158,171,88,76
238,135,198,129
140,152,210,18
204,201,115,42
150,222,76,246
188,5,96,151
93,8,216,158
244,133,92,61
151,80,63,129
0,125,206,62
185,116,126,38
234,188,254,212
200,82,185,211
94,6,215,159
209,50,25,5
198,82,187,211
249,228,176,126
191,54,113,245
236,187,254,213
211,50,25,3
93,8,216,159
255,139,182,32
127,233,135,7
205,201,116,44
147,24,45,205
198,82,185,210
149,82,64,129
213,140,56,173
210,51,25,5
209,51,24,5
201,181,1,61
123,111,152,88
232,67,97,86
149,23,45,206
200,84,185,209
233,66,96,85
211,50,25,5
200,82,185,209
201,183,2,61
232,151,58,241
210,50,26,5
200,82,185,209
202,183,2,60
236,188,255,213
235,186,254,213
232,68,98,84
37,132,241,139
209,50,25,3
234,186,255,214
198,84,187,211
198,84,185,210
93,6,217,158
116,243,131,155
150,80,63,129
205,201,115,43
203,201,117,44
93,8,217,160
151,82,64,130
200,183,1,60
211,50,25,5
149,82,64,129
216,73,49,213
199,83,187,211
236,187,255,213
94,6,216,159
144,134,37,72
201,182,3,59
95,6,216,160
198,82,187,209
151,80,65,131
93,8,217,158
151,81,65,130
211,50,26,3
200,182,1,61
202,183,3,60
24,144,31,243
199,83,185,209
234,186,254,212
205,201,116,43
231,66,96,84
37,199,27,250
142,242,93,105
201,181,3,60
95,6,215,159
45,182,60,149
37,198,29,251
59,153,113,47
204,202,117,43
244,157,41,84
149,82,65,129
202,181,1,59
151,80,64,130
201,182,2,60
198,84,186,209
83,145,211,80
233,68,97,84
205,201,117,43
219,87,212,166
5,239,121,217
210,49,25,5
149,25,46,204
203,200,115,42
39,243,105,237
204,202,117,44
161,180,12,179
252,213,23,230
93,8,216,160
235,188,255,213
233,67,98,86
37,199,27,251
202,182,1,59
151,81,64,130
147,25,45,206
223,119,254,44
210,51,26,3
161,18,130,235
198,84,186,209
181,247,130,195
94,8,216,159
93,6,216,158
37,199,28,251
204,200,116,42
71,83,149,2
210,50,25,4
149,79,236,10
147,167,120,51
198,213,71,108
35,200,29,251
234,188,255,212
151,81,65,131
200,181,1,61
232,66,97,84
147,24,47,206
202,182,3,60
214,151,105,203
65,64,176,128
8,7,179,52
203,202,116,44
235,187,254,213
144,104,232,9
147,24,46,206
95,6,215,159
250,99,164,120
232,66,97,85
203,202,117,42
77,127,44,49
104,34,127,44
199,82,186,210
144,148,5,88
37,200,27,250
149,24,45,204
200,183,3,59
231,67,96,84
147,24,46,206
198,82,187,211
205,201,116,43
94,8,216,158
148,25,45,206
200,83,187,211
152,235,79,190
191,25,36,210
95,6,216,159
232,66,97,86
14,195,124,168
150,82,64,131
149,80,65,129
209,49,24,4
236,186,254,213
211,50,26,3
210,49,26,4
236,188,254,212
199,83,186,210
204,200,116,43
142,73,211,187
162,63,173,20
145,113,253,196
94,6,217,158
118,137,3,167
104,245,56,88
17,166,162,168
195,216,85,70
233,67,97,85
148,23,47,204
150,82,64,129
210,50,25,4
232,66,96,84
36,198,28,252
205,200,116,42
36,54,13,143
82,221,56,195
231,67,98,85
134,219,17,208
201,183,2,59
49,69,89,33
148,125,193,192
200,181,2,60
195,58,193,88
149,23,47,204
200,83,185,210
209,50,26,5
203,201,115,42
149,81,63,129
232,68,96,85
234,187,255,214
36,199,29,252
151,82,63,130
95,6,217,159
234,186,255,214
251,206,232,251
252,146,140,75
95,6,216,158
231,66,98,86
95,6,215,160
149,24,46,205
95,6,217,159
202,181,1,61
234,187,255,213
93,6,217,158
200,182,1,60
171,194,144,226
205,200,115,42
150,82,65,131
235,188,255,214
198,82,185,211
8,67,5,9
198,83,186,211
54,147,175,131
209,51,26,4
204,201,117,43
95,6,216,160
210,147,23,218
233,67,96,86
53,30,115,144
236,188,255,213
37,198,28,251
205,200,116,42
233,68,98,84
211,49,24,5
56,40,52,84
61,50,142,151
204,251,236,190
235,186,255,212
46,12,53,197
20,210,75,208
37,200,28,252
233,53,60,96
183,238,212,52
202,182,3,60
204,200,117,42
199,82,186,209
198,82,186,211
235,186,255,214
244,187,156,246
198,83,187,211
28,162,61,180
203,200,116,42
210,49,24,5
94,7,217,160
205,202,115,44
93,7,216,158
149,25,47,205
202,182,2,61
236,187,255,214
24,47,148,66
149,81,63,131
159,131,229,41
149,25,46,206
211,50,25,3
203,200,117,44
28,39,245,40
37,200,29,250
151,80,65,131
203,202,116,43
149,23,45,206
45,101,158,141
151,82,63,130
43,98,141,251
233,68,97,86
31,236,17,234
232,68,98,84
37,198,27,251
155,174,133,23
3,125,155,237
93,6,216,159
232,66,98,85
195,158,187,184
79,173,249,247
236,186,255,212
200,208,51,97
234,186,255,213
95,8,215,160
187,225,46,33
26,158,229,251
37,198,29,252
236,186,254,213
156,67,250,94
233,66,96,85
233,68,98,85
37,199,27,251
149,80,65,130
89,140,70,246
151,80,63,129
201,182,3,59
35,198,29,250
154,102,114,83
233,68,97,84
210,49,26,4
210,49,24,4
236,186,255,212
93,7,215,159
231,66,98,84
198,83,186,210
202,181,3,60
198,83,186,211
191,22,245,40
209,49,26,3
149,25,47,205
234,186,255,214
75,55,106,139
210,49,25,3
224,243,243,93
36,198,28,250
235,187,255,212
36,200,29,250
90,244,57,6
131,173,128,73
94,7,216,158
168,0,246,101
200,84,187,210
23,60,46,132
250,181,141,71
204,201,115,43
35,157,102,58
88,240,52,37
92,242,128,179
39,228,202,71
150,81,64,131
234,188,254,214
95,6,216,160
93,7,217,160
32,105,254,132
149,23,47,205
234,187,255,214
148,25,45,206
232,67,96,84
231,67,98,85
160,22,159,17
231,66,96,84
199,82,186,210
170,77,251,15
199,84,185,211
0,33,72,13
236,186,255,214
77,62,106,162
204,200,115,44
211,50,24,5
146,243,44,156
235,188,255,212
36,199,28,252
209,50,25,4
149,81,63,131
37,199,27,251
204,202,116,42
72,85,215,0
147,24,45,205
192,137,182,88
94,6,215,159
18,196,36,63
253,81,6,107
1,3,179,34
80,75,40,202
143,234,112,184
147,25,45,205
202,181,2,59
232,66,96,85
235,186,255,212
204,200,116,43
35,200,27,250
94,6,215,160
232,44,42,41
200,83,185,210
94,7,217,159
202,182,3,60
97,133,200,231
201,181,3,61
234,188,254,214
218,60,149,145
150,81,65,130
149,82,63,130
52,202,251,0
231,66,98,86
231,66,96,86
88,11,90,120
201,182,3,59
201,183,1,59
4,5,209,210
198,82,187,210
244,139,233,125
