Air Temperature,Humidity,Interval Rain,Wind Speed,Barometric Pressure,Solar Radiation,Battery Life
3.9,89,0,0.5,986.1,1,12
3.5,82,0,3.3,985.1,0,14.9
3.6,89,0,0.8,986.7,1,12
3.39,83,2.97,3.3,985.4,0,15.1
3.6,89,0.5,2.3,987,1,11.9
3.17,83,2.29,3.3,987.1,0,15.1
3.7,87,2.6,0.9,988.4,1,11.8
3.5,78,0,3.3,986.5,4,15.1
4.2,82,0,0.9,988.2,1,11.8
3.28,78,0,3.3,987.5,5,14.9
4.4,78,0,1.2,988.7,1,12
3.28,76,0,3.3,988.1,5,14.9
4.4,77,0,1,989.5,1,12
3.06,75,0,3.3,988.8,5,15.2
4.7,71,0,2,990.4,1,12
3.06,72,0,3.3,988.5,5,14.9
4.5,67,0,1.3,990.2,1,12
3.28,72,0,3.3,989.2,4,15.1
4.1,75,0,1.1,990.6,1,11.8
3,76,0,3.3,988.8,5,15.1
4.2,76,0,1.2,990.6,2,11.9
3.06,76,0,3.3,989.2,46,14.9
4.3,76,0,1.8,990.6,37,12
3,77,0,3.3,988.8,112,15.2
4.2,77,0,2.7,990.4,102,12
2.89,71,0,3.3,990.2,590,15.2
4.5,73,0,1.3,991.9,593,12
3.28,69,0,3.3,989.8,498,15.1
5.4,68,0,2.2,991.3,514,11.9
4,70,0,3.3,988.1,14,15.2
5.1,73,0,2.4,989.8,12,12
4.06,71,0,3.3,986.5,4,15.2
5,74,0,0.9,988.1,1,11.8
4,71,0,3.3,985.8,5,15.2
5.1,74,0,1.5,987.4,2,11.9
4.06,70,0,3.3,984.8,4,15.1
5.1,74,0,1.8,986.2,1,11.9
3.89,70,0,3.3,983.4,5,15.2
4.7,73,0,1.3,985.1,1,11.7
3.78,70,0,3.3,982.4,5,15.2
4.8,73,0,1.5,983.8,1,12
3.89,69,0,3.3,981.4,5,15.2
4.9,72,0,1.6,983.2,1,11.9
3.67,69,0,3.3,980,6,15.2
4.8,72,0,1.4,981.7,1,12
3.78,69,0,3.3,978.7,4,15.2
4.7,72,0,2.6,980.4,1,11.8
3.89,71,0,3.3,977.3,5,15.2
5.1,74,0,2.8,978.6,1,12
4.06,73,0,3.3,975.3,4,15.2
5.5,74,0,2.2,976.9,1,11.9
5,72,0,3.3,973.2,4,15.2
6,74,0,2.2,975.2,1,12
6.17,73,0,3.3,971.2,4,15.2
7.3,75,0,2,972.9,1,12
9.39,71,0,3.3,969.2,4,15.2
10.8,77,0,2.9,970.5,0,12
12.39,71,0,3.3,966.8,7,15.2
13.1,74,0,0.8,968.3,0,11.9
12.56,69,0,3.3,965.1,112,15.1
13.1,73,0,1.2,966.6,21,12
12.5,66,0,3.3,964.4,75,15.1
13,70,0,1.1,966.1,37,12
13,64,0,3.3,963.1,122,15.1
13.4,67,0,1.3,964.7,63,11.9
14,57,0,3.3,962.8,593,15.1
14.3,65,0,1.7,964.3,158,11.9
8.89,89,0,3.3,963.4,336,15.1
14.1,71,0,3,964.5,288,12
5.5,89,2.41,3.3,963.8,359,15.1
7.8,94,0.2,1.6,965.1,268,12
4.28,88,1.57,3.3,964.1,10,15.2
5.4,93,2.9,2.5,965.8,12,12
3.78,88,1.73,3.3,966.5,33,14.9
5.1,93,3.3,2.7,968.3,9,12
3.67,87,4.06,3.3,969.2,10,14.9
4.7,92,3.4,3.7,970.8,4,11.9
3.28,86,3.2,3.3,970.9,0,14.9
4.6,91,4,3.4,972.3,0,11.9
3.06,85,3.45,3.3,973.9,0,15.1
4,90,12.4,3.5,975.3,0,12
2.78,83,6.17,3.3,976.3,0,14.9
3.28,77,1.8,3.3,978.3,0,15.2
4.5,78,2.3,2,979.8,1,12.1
3.28,71,0,3.3,980.7,5,15.2
4.9,70,0,1.6,981.8,1,12
3,71,0,3.3,983.1,4,15.2
4.7,70,0,3.7,984.6,1,11.9
2.89,70,0,3.3,984.8,4,15.1
4.5,66,0,2.8,986.1,1,11.9
3,67,0,3.3,985.8,4,14.9
4.2,65,0,2.5,987.4,1,11.8
2.56,67,0,3.3,987.5,4,15.2
3.8,66,0,1.9,988.9,2,11.9
2.5,69,0,3.3,988.8,4,15.1
3.7,67,0,1.3,990.3,1,11.8
2.5,66,0,3.3,989.8,5,15.1
3.8,65,0,1,991.2,2,12
1.78,74,0,3.3,989.5,4,15.2
3.1,67,0,2,991.1,3,11.9
1.56,79,0,3.3,990.2,4,15.1
2.7,79,0,0.7,991.8,2,11.9
1.5,79,0,3.3,990.5,3,15.2
2.7,78,0,2.1,992.2,3,11.9
1.89,75,0,3.3,991.2,44,14.9
2.8,74,0,1.9,992.5,18,11.9
1.78,73,0,3.3,991.2,260,14.9
2.5,76,0,2,993,27,11.9
1.89,71,0,3.3,992.2,416,15.2
2.3,77,0,1.4,993.7,32,12
1.67,70,0,3.3,992.6,537,15.1
2.3,74,0,2,994.3,36,11.9
1.78,70,0,3.3,993.2,610,15.1
3,75,0,1.3,995,575,11.9
2.39,69,0,3.3,994.2,619,15.2
3.3,78,0,1.9,995.7,377,11.9
3.89,52,0,3.3,994.2,583,15.2
5,55,0,2.1,995.7,542,12
3.56,56,0,3.3,994.6,490,15.1
5,63,0,1.4,996.3,516,11.9
1.89,67,0,3.3,994.6,356,15.2
2.6,74,0,1.7,996.1,376,12
0.17,74,0.03,3.3,994.6,195,15.2
1.3,78,0,3.8,996,216,11.9
-0.39,77,0,3.3,993.9,36,15.1
1.4,78,0,3,995.4,50,11.9
-0.17,76,0,3.3,993.6,3,15
1.4,78,0,2.1,995.3,2,11.9
0,76,0,3.3,993.6,5,14.9
1.4,78,0,2.6,995,2,11.9
0.28,75,0,3.3,992.9,3,15.2
1.6,78,0,3.2,994.5,2,11.9
1.9,77,0,2.1,993.7,2,11.9
0.78,72,0,3.3,993.6,4,14.9
2,76,0,2.3,995.2,2,11.9
2.1,75,0,3.3,995,1,11.9
1.17,70,0,3.3,994.2,4,15.2
2.2,75,0,2.5,995.8,1,12
1.28,71,0,3.3,993.9,3,15.2
2.1,75,0,2.4,995.3,1,12
1.5,69,0,3.3,994.2,4,14.9
2.3,73,0,4.2,995.6,2,11.9
1.5,65,0,3.3,994.2,4,14.9
2.7,69,0,3.5,995.9,2,11.9
1.89,61,0,3.3,995.3,5,15.2
2.9,66,0,2.1,996.7,2,12
2.39,58,0,3.3,995.9,5,14.9
3.3,62,0,2,997.7,2,12.1
2.67,56,0,3.3,996.6,5,15
3.6,60,0,1.9,997.9,2,12
3.17,50,0,3.3,997,48,14.9
4,57,0,1.9,998.5,17,12
3.78,49,0,3.3,997.3,255,15.2
3.5,57,0,0.7,999.1,28,12
3.06,51,0,3.3,998,408,15.2
3.2,58,0,2,999.5,37,11.9
2.06,57,0,3.3,998.6,535,15.2
2.7,61,0,0.6,1000.2,57,11.9
0.67,60,0,3.3,999.7,274,15.2
1.9,65,0,2,1001.1,665,12
0,62,0,3.3,1000.7,323,14.9
1.3,66,0,1.8,1002,295,12
-1.17,69,0,3.3,1001.7,88,15.2
0.3,73,0,2.6,1003.3,132,11.8
-1.39,69,0,3.3,1001.7,129,15
-0.1,73,0,1.3,1003.2,127,11.8
-1.67,72,0,3.3,1002,22,14.9
-0.7,75,0,0.5,1003.6,22,11.8
-1.67,71,0,3.3,1002.4,4,15.2
-0.6,74,0,1.4,1004.2,2,11.8
-1.56,69,0,3.3,1002.7,4,15.2
-0.6,74,0,0.8,1004.3,3,12
-1.39,69,0,3.3,1003,5,14.9
-0.6,73,0,1.8,1004.6,3,12
-1.39,73,0,3.3,1002.7,4,14.9
-0.5,77,0,0.8,1004.2,2,12
-1.56,77,0,3.3,1003.4,4,15
-0.8,80,0,3,1004.9,2,11.9
-1.78,78,0,3.3,1005.1,4,15
-1.1,82,0,1.9,1006.6,3,11.9
-2.17,79,0,3.3,1006.8,5,15
-1.6,83,0,2.1,1008.2,2,11.8
-2.89,83,0,3.3,1008.1,4,15.2
-2.3,87,0.6,2,1009.5,2,11.9
-3.5,82,0,3.3,1009.5,4,15
-2.8,86,0.5,3,1011.1,2,12
-3.5,62,0,3.3,1011.5,3,15.2
-2.5,68,0,3.7,1013.1,3,11.8
-3.67,62,0,3.3,1011.9,4,15
-2.6,69,0,3.3,1013.2,3,11.9
-4.06,62,0,3.3,1012.2,4,15.2
-2.8,69,0,3.4,1013.5,3,12
-4,61,0,3.3,1012.9,54,15
-2.9,68,0,2.3,1014.1,30,11.9
-4.17,61,0,3.3,1013.2,138,15
-3.2,66,0,2.9,1014.5,81,12
-4.5,59,0,3.3,1013.2,380,15.2
-3.7,67,0,2.9,1014.7,84,12
-4.56,63,0,3.3,1013.5,277,15.2
-3.9,69,0,2.3,1015,205,11.9
-5.17,62,0,3.3,1013.9,343,15.2
-4,70,0,3.6,1015.4,220,11.9
-5.39,63,0,3.3,1014.9,452,14.9
-4.3,69,0,3.1,1016.3,343,11.9
-5.39,63,0,3.3,1015.2,437,14.9
-4.6,68,0,4.2,1016.6,689,11.9
-5.5,61,0,3.3,1015.2,418,15
-4.5,65,0,5.1,1016.7,307,12
-5.89,57,0,3.3,1014.9,352,14.9
-4.6,64,0,5.3,1016.5,426,12
-6.17,65,0,3.3,1014.2,121,14.9
-4.6,68,0,3.2,1015.9,80,12
-6.67,67,0,3.3,1012.9,18,15
-4.9,68,0,1.5,1014.6,16,12
-6.5,66,0,3.3,1012.2,5,15
-5.3,68,0,0.9,1014,3,12
-6.67,66,0,3.3,1011.9,3,15
-5.2,68,0,0.9,1013.4,3,11.8
-6.17,64,0,3.3,1010.5,5,15
-5,67,0,1.5,1012,3,11.8
-6,64,0,3.3,1009.8,4,15
-4.5,66,0,2.4,1011.6,3,12
-5.5,62,0,3.3,1009.1,4,15
-4.1,64,0,1.5,1010.7,3,12
-5,59,0,3.3,1008.1,4,14.9
-3.6,62,0,2.2,1009.9,3,12
-4.5,57,0,3.3,1007.5,4,15
-3.3,60,0,1,1008.9,3,12
-4,54,0,3.3,1006.1,5,14.9
-2.7,56,0,2.6,1007.8,3,12
-3.67,51,0,3.3,1005.1,5,14.9
-2.4,54,0,3.5,1006.7,3,11.8
-2.78,55,0,3.3,1003.4,3,15.2
-1.9,58,0,1,1005.1,3,11.9
-2.28,57,0,3.3,1001.7,4,15.2
-1.2,60,0,2.3,1003.2,3,11.9
-1.56,54,0,3.3,999.7,5,15
0.1,62,0,2.1,1001.1,2,12
-0.17,59,0,3.3,998,4,14.9
0.5,61,0,2.1,999.4,3,12
-0.06,58,0,3.3,996.3,30,15.2
1.1,63,0,2.4,997.7,21,11.9
0.39,59,0,3.3,994.9,68,15.2
1.6,63,0,1.9,996.2,72,12
1,61,0,3.3,993.2,112,15
2.6,64,0,2.1,995.1,82,11.9
2.17,61,0,3.3,991.9,174,14.9
3.2,66,0,3,993.3,159,11.8
3.17,61,0,3.3,990.5,542,15.2
3.8,70,0,1.4,991.9,249,11.8
2.89,71,0,3.3,989.2,176,15.2
3.7,75,0,2.6,990.9,166,12
2.67,76,0,3.3,988.1,99,15.2
3.8,78,0,2,989.8,129,12.1
4.67,76,0,3.3,986.5,116,15.2
5.8,80,0,1.8,987.8,61,12
5.06,81,0,3.3,985.4,174,15.1
6.3,85,0,2,986.8,142,11.9
4.67,88,0,3.3,983.4,92,15.2
7.2,88,0,2,984.7,164,12
2.89,88,0,3.3,983.4,13,15.2
4.5,93,0,1.8,984.8,19,11.8
1.67,87,0,3.3,983.1,0,15.2
3,93,0,1.5,984.8,1,11.9
1.67,87,0,3.3,983.1,1,15
2.6,93,0,3,984.5,0,12
1.67,86,0,3.3,982.7,0,14.9
2.5,92,0,2.9,984.2,0,12
1.67,86,0,3.3,983.1,0,15.2
2.3,91,0,2.7,984.7,0,12
1.67,85,0,3.3,983.4,0,14.9
2.2,91,0,1.9,985.1,0,12
1.56,85,0.05,3.3,983.7,0,14.9
2.3,91,0.1,2.3,985.1,0,12
1.56,85,0.2,3.3,983.4,0,15.2
2.2,91,0,2.2,984.7,0,11.9
1.56,85,0.38,3.3,982.7,0,14.9
2.3,90,0.6,3.8,984.2,0,11.9
1.67,84,0,3.3,982.4,1,14.9
2.3,90,0,3.7,983.6,0,12
1.5,84,0.86,3.3,982.1,0,15.2
2.3,89,1.1,3.5,983.1,0,12
1.56,83,0.61,3.3,982.1,0,15.2
2.3,88,0.5,3.3,983.4,0,11.8
1.39,84,0.38,3.3,980.7,1,15
2.1,89,0.5,4.7,982.1,0,11.8
1.17,85,3.91,3.3,979.3,2,14.9
1.7,90,5.6,6.9,980.8,0,11.9
0.89,86,7.67,3.3,981,0,15.2
1.6,90,9.2,5.9,982.8,1,12
0.67,85,5.66,3.3,981,6,15.2
1.6,89,4.9,5.1,982.8,4,11.8
0.67,85,5.97,3.3,981.4,8,14.9
1.7,89,1.7,5.7,982.7,7,11.8
0.67,86,8.23,3.3,980,22,14.9
1.2,89,9.1,6.2,981.7,14,11.8
0.67,84,3.73,3.3,981.4,30,15.1
1.6,88,3.7,6.6,983.2,17,12
0.67,82,3.3,3.3,982.1,34,15.2
1.6,87,0.7,7.2,983.4,21,11.9
1.06,80,0.91,3.3,984.1,31,14.9
1.8,86,0.9,6.3,985.7,24,11.8
1.28,78,0.38,3.3,984.1,29,14.9
1.9,83,0.7,5.9,985.4,27,12
1.06,77,0.48,3.3,984.1,20,15.2
1.9,81,0.5,6.3,984.8,26,11.9
1.39,71,0.15,3.3,984.8,14,15.2
2,77,0.1,6.2,986.2,13,11.9
1.56,66,0,3.3,984.1,7,14.9
2.2,73,0,6.6,985.6,4,11.8
1.56,65,0,3.3,984.1,6,14.9
2.2,69,0,5.7,985.2,2,11.8
1.17,67,0,3.3,983.4,4,15.2
2.1,72,0,5.4,985.3,2,11.9
1.06,67,0,3.3,983.7,4,15.2
1.9,72,0,6.1,985,2,11.9
1.06,67,0,3.3,984.1,4,15
1.9,71,0,5.7,985.4,2,11.8
1.17,67,0,3.3,985.1,4,14.9
1.9,70,0,4.9,986.5,1,11.9
1,63,0,3.3,985.4,5,15.1
1.9,70,0,4.5,987,1,11.7
0.89,62,0.03,3.3,986.8,4,15.2
1.8,68,0,4.4,988.3,2,11.9
0.89,65,0,3.3,987.5,6,14.9
1.7,68,0,4.1,988.9,2,11.9
0.56,62,0,3.3,987.8,4,14.9
1.5,68,0,4.1,989.4,2,11.9
0.5,62,0,3.3,987.8,6,15.1
1.5,66,0,2.9,989.4,2,11.9
0.06,62,0,3.3,987.5,4,15.2
1.1,64,0,1.3,989.1,2,11.9
-0.17,60,0,3.3,987.8,4,15
0.8,64,0,1.9,989.4,2,12
-0.5,58,0,3.3,988.1,4,14.9
0.5,63,0,2.2,989.8,2,12
-1,56,0,3.3,988.5,14,15.1
0.1,61,0,2.9,990,15,12
-1.28,56,0,3.3,987.8,135,15.2
-0.3,60,0,2.6,989.3,82,12
-1.39,53,0,3.3,988.5,217,15.2
-0.5,59,0,3.5,989.9,178,11.9
-1.5,50,0,3.3,988.1,219,14.9
-0.9,57,0,2,989.8,148,11.9
-1.28,48,0,3.3,988.1,583,15.1
-1.17,50,0,3.3,986.8,638,14.9
-0.4,46,0,1.7,988.4,394,11.8
-1.89,43,0,3.3,987.5,594,15.2
-0.4,47,0,2.6,989.3,398,12
-3,45,0,3.3,987.1,291,15.2
-1.4,48,0,1.7,988.8,403,12
-3.5,46,0,3.3,985.8,327,15.2
-2,50,0,2.8,987.4,367,12
-3.67,49,0,3.3,984.8,183,14.9
-2.1,51,0,3,986.3,201,12
1.78,74,0,3.3,985.1,390,15.1
2.6,80,0,1.2,986.7,389,11.9
1.78,73,0,3.3,986.1,358,15.1
2.2,80,0,1.1,987.9,411,12
1.5,73,0,3.3,987.1,340,15.1
2.3,78,0,1.1,988.7,387,11.7
1.39,72,0,3.3,987.5,462,15.1
2.3,76,0,1.2,988.8,438,11.8
0.78,73,0,3.3,987.8,353,14.9
2.3,75,0,1.2,989.4,365,11.7
0.28,73,0,3.3,987.8,104,15.1
1.5,77,0,1.1,989.3,124,11.9
0.28,72,0,3.3,987.5,17,14.9
1,78,0,1.5,989.1,13,11.7
0.39,72,0,3.3,987.5,5,14.9
1,77,0,1.8,989.2,2,11.8
0.5,72,0,3.3,987.8,4,15.1
1.2,76,0,1.5,989.3,2,12
0.67,70,0,3.3,987.5,4,15.2
1.7,75,0,3,989.1,2,11.8
1.06,66,0,3.3,987.8,6,15
1.8,73,0,3,989.5,1,11.8
1.67,67,0,3.3,988.1,4,14.9
2.3,77,0,3.3,989.6,1,11.8
2.5,73,0,3.3,987.5,5,14.9
3.6,73,0,4.6,989.4,1,11.8
4.39,65,0,3.3,987.5,4,15.1
5.6,67,0,1.4,989.1,0,12
5.17,63,0,3.3,987.1,5,15.2
6.4,65,0,1.7,988.8,1,11.8
5.28,62,0,3.3,987.1,5,15.1
6.5,64,0,0.6,988.8,0,11.9
5.67,60,0,3.3,987.5,4,15.2
7,63,0,1.1,988.8,1,11.8
7.17,58,0,3.3,987.1,4,15.2
8.1,61,0,0.5,988.6,0,11.9
8.5,56,0,3.3,986.8,4,15.2
9.4,57,0,1.1,988.1,0,11.9
9.39,50,0,3.3,986.1,4,15.2
10.5,51,0,1.6,987.6,0,11.9
10.39,44,0,3.3,985.4,34,15.2
11.1,47,0,1.8,986.9,14,11.8
10.78,42,0,3.3,985.1,226,15.2
11.6,45,0,4.3,986.7,26,11.9
11,40,0,3.3,985.1,378,15.2
11.5,45,0,3.7,986.5,32,12
10.78,40,0,3.3,985.1,497,15.2
11,46,0,1.7,986.8,34,11.9
10,41,0,3.3,985.8,564,15.1
10.8,45,0,1.5,987.5,533,11.9
9.56,43,0,3.3,986.8,575,15.1
9.8,48,0,2,988,389,11.8
8.56,44,0,3.3,987.5,532,15.2
9.4,47,0,1.9,988.9,525,11.8
7.89,43,0,3.3,987.5,441,15.1
8.6,48,0,2.9,989.2,447,11.8
6.67,50,0,3.3,987.8,312,15.1
7.5,55,0,1.5,989.7,332,11.9
5.17,57,0,3.3,988.5,149,15.2
6.3,59,0,1.8,989.8,161,11.9
4.5,59,0,3.3,988.5,14,15.2
5.6,62,0,1.3,990.1,8,11.8
4.5,59,0,3.3,989.2,5,15.1
5.4,62,0,1.1,990.6,1,11.9
4.39,59,0,3.3,989.2,6,15.2
5.4,61,0,2,990.7,1,11.8
4.56,57,0,3.3,989.8,6,15.2
5.5,59,0,0.8,991.4,1,12
4.56,57,0,3.3,990.2,5,15.2
5.8,58,0,1.4,991.9,1,11.9
4.5,56,0,3.3,992.2,4,15.1
5.6,58,0,2.2,993.8,1,11.8
4.67,54,0,3.3,992.6,6,15.2
5.7,56,0,1.5,994.4,1,11.9
4.67,54,0,3.3,993.2,4,15.2
5.8,56,0,1,994.9,1,11.9
4.56,55,0,3.3,993.9,6,15.2
6,56,0,2.6,995.6,1,11.7
4.78,55,0,3.3,994.9,6,15.1
5.9,57,0,1.2,996.4,1,11.9
5.28,55,0,3.3,995.6,4,15.2
6.3,56,0,1.9,997.3,1,11.9
6.06,53,0,3.3,996.3,5,15.2
6.8,57,0,1.7,998,1,12
6.5,54,0,3.3,996.3,5,15.2
7.4,56,0,0.6,997.9,1,11.9
6.89,51,0,3.3,996.6,5,15.2
7.39,50,0,3.3,997,31,15.2
8.3,53,0,0.8,998.4,22,11.6
7.39,46,0,3.3,997.3,131,15.1
8.2,50,0,1.2,998.9,76,11.8
6.28,45,0,3.3,998.6,534,15.1
7,48,0,2.2,1000.1,91,11.9
5.39,45,0,3.3,999,427,15.2
6.8,48,0,0.7,1000.7,436,11.9
4.06,47,0,3.3,1000,483,15.2
5.4,49,0,0.9,1001.3,432,11.9
3.39,48,0,3.3,1000.7,571,15.2
4.4,51,0,1.2,1002.2,312,11.8
2.56,49,0,3.3,1000.7,464,15.2
3.6,53,0,3.2,1002.3,417,11.7
1.5,51,0,3.3,1000.7,301,15.2
2.2,56,0,2.1,1002.1,292,11.9
0,54,0,3.3,1000.3,146,15.2
0.4,61,0,3.1,1001.7,152,11.9
-0.5,56,0,3.3,1000,19,15
-0.1,62,0,3.8,1001.3,22,11.9
-0.56,55,0,3.3,999.7,3,14.9
-0.1,60,0,3,1001.2,2,11.9
-1.56,58,0,3.3,999.3,3,15
-0.6,61,0,2.1,1000.7,2,11.9
-2.28,60,0,3.3,999.3,4,14.9
-1.1,62,0,2.6,1001,2,11.7
-2.67,60,0,3.3,1000,4,15
-1.3,62,0,2.6,1001.4,2,11.9
-3,59,0,3.3,1000,3,15.2
-1.5,61,0,3,1001.6,2,11.9
-3.28,61,0,3.3,1000.7,4,15
-1.9,61,0,3.1,1002.2,3,11.9
-3.67,62,0,3.3,1001,3,15.2
-2.5,65,0,2.7,1002.7,2,11.9
-4.06,65,0,3.3,1001.7,4,15
-2.7,68,0,3,1003.1,3,11.9
-4.5,66,0,3.3,1002.4,2,15
-3.3,69,0,1.7,1003.9,3,11.9
-4.78,65,0,3.3,1002.7,2,15
-3.4,68,0,1.9,1004.3,3,11.7
-4.89,62,0,3.3,1003,3,15
-3.3,65,0,1.1,1004.7,3,11.8
-4.5,59,0,3.3,1003.4,2,15
-2.9,62,0,3.5,1004.8,2,11.8
-4.39,54,0,3.3,1003.4,3,15
-2.8,55,0,3.2,1004.8,2,11.8
-3.78,53,0,3.3,1003,33,14.9
-2.4,54,0,1,1004.7,14,11.9
-3.39,50,0,3.3,1003,231,15.2
-2.4,53,0,0.8,1004.5,23,11.9
-3.67,53,0,3.3,1002.4,379,15.2
-2.6,55,0,0.8,1004,28,11.9
-3.78,52,0,3.3,1002.4,422,15.2
-2.5,57,0,2.6,1003.9,85,11.9
-4.39,54,0,3.3,1002.4,593,14.9
-3.2,59,0,2.3,1004.1,102,11.7
-5.28,58,0,3.3,1002.7,598,14.9
-3.7,59,0,1.8,1004.2,397,11.9
-5.67,58,0,3.3,1003,550,15
-4.2,58,0,1.5,1004.7,551,11.8
-6.56,61,0,3.3,1002.4,466,15.2
-5.5,64,0,5,1003.7,478,11.9
-7.28,62,0,3.3,1001.7,321,15
-5.5,63,0,2.8,1003.4,350,11.7
-7.39,66,0,3.3,1001.7,165,15
-5.4,67,0,2.9,1003.3,175,11.8
-7.17,68,0,3.3,1000.7,12,15
-5.2,70,0,2.9,1002.5,16,11.8
-6.39,69,0,3.3,999.3,2,15
-4.8,72,0,2.5,1001.1,1,11.8
-5.67,71,0,3.3,998.3,1,15
-4.1,73,0,3.9,1000,1,11.8
-4.67,75,0,3.3,997,0,15.2
-3.2,76,0,2.4,998.6,1,11.9
-4,76,0,3.3,995.6,0,15
-2.5,77,0,5.3,997.3,0,11.9
-3.39,79,0,3.3,994.6,1,15
-2.1,79,0,5.9,996.5,0,11.8
-3.5,79,0,3.3,994.2,2,15.2
-2.6,80,0,3.5,996,0,11.9
-2.8,83,0,4.2,996,1,11.9
-3.67,81,0,3.3,992.9,2,15
-3,90,0.5,2.9,994.5,0,11.9
-3.28,83,0,3.3,992.2,0,15
-2.6,89,0.5,1.9,993.8,1,11.7
-2.78,84,0.1,3.3,990.9,0,15
-1.8,90,0.2,3.9,992.8,1,11.8
-0.89,86,0,3.3,989.8,2,14.9
-0.3,91,0,7.3,991.4,0,12
-0.56,87,0,3.3,988.5,1,14.9
-0.2,91,0.1,6.8,990.2,0,11.8
-0.28,87,0,3.3,987.5,1,14.9
0.4,91,0,6.5,989,0,11.9
-0.17,87,0.03,3.3,987.5,6,15.2
0.3,91,0,7.1,989,4,12
0,86,0.3,3.3,986.5,23,15.2
0.7,89,0,8.3,988.2,13,11.9
0,86,12.01,3.3,986.5,41,14.9
1.1,88,0.2,6.5,987.8,24,11.9
0.28,86,3.71,3.3,986.8,56,14.9
1,88,2.4,8.4,988.2,43,12
0.56,86,3.2,3.3,987.5,20,15.2
1.3,89,2.5,8.4,989.1,21,12
0.67,87,12.9,3.3,989.5,47,15.2
1.5,90,1.9,7.3,991.2,16,11.9
1.06,85,7.11,3.3,989.8,58,14.9
1.9,89,0.7,6.5,991.7,17,12
1.17,85,1.57,3.3,991.5,34,14.9
2,88,0.1,6,992.9,20,11.9
1.17,84,0.58,3.3,992.2,21,15.2
2.2,87,1.1,5.3,994.1,13,12
2,77,0.13,3.3,991.9,11,14.9
2.3,84,0.1,5.6,993.4,10,11.9
1.67,73,0,3.3,992.6,8,15.2
2.3,80,0,6,993.9,6,12
1.89,74,0,3.3,992.2,4,14.9
2.4,80,0,6.2,994,1,12
2,73,0,3.3,992.9,4,14.9
2.6,80,0,5.8,994.1,1,11.9
2.06,74,0,3.3,993.6,6,14.9
2.8,81,0,2.8,995.1,1,11.7
1.5,76,0,3.3,992.9,5,15.2
2.2,81,0,4.6,994.6,1,12
1.5,73,0,3.3,994.2,4,15
2.3,78,0,3.7,995.8,1,11.9
1.5,70,0,3.3,994.2,5,14.9
2.3,78,0,2.9,995.6,1,11.9
1.56,68,0,3.3,994.6,5,15.2
2.3,77,0,4.2,996.3,1,11.9
1.67,70,0,3.3,995.3,4,15.2
3.2,74,0,3.1,996.7,1,11.9
2.89,66,0,3.3,995.3,6,15
3.5,70,0,1.6,996.8,1,12
2.89,67,0,3.3,994.9,6,14.9
3.8,71,0,0.9,996.5,1,11.8
2.78,68,0,3.3,993.9,5,14.9
3.7,70,0,0.8,995.6,1,11.9
3.39,66,0,3.3,993.2,4,14.9
4.3,70,0,1.8,994.8,1,11.9
4.17,67,0,3.3,992.6,5,15.1
5,70,0,1.7,994.1,1,11.9
4.06,64,0,3.3,991.2,15,15.2
5.6,67,0,1.3,992.8,12,11.9
4.67,65,0,3.3,989.8,62,15.2
5.8,67,0,1.4,991.6,50,11.7
5.28,64,0,3.3,988.8,112,15.2
6.3,67,0,2,990.5,74,12
5.06,63,0,3.3,987.5,138,15.2
5.9,67,0,3.4,989.1,125,11.7
4.67,63,0,3.3,986.5,266,15.2
5.7,68,0,2,988,192,12
5.56,65,0,3.3,985.4,135,15.1
6.4,72,0,3,986.8,69,12
5.78,68,0,3.3,984.1,75,15.2
6.7,70,0,2.7,985.7,73,12
6,67,0,3.3,982.7,81,15.1
7.1,69,0,4,984.1,82,11.8
6.28,67,0,3.3,981.4,40,15.2
7.2,69,0,2.7,982.7,38,12
6.89,64,0,3.3,979.7,24,15.2
8.1,68,0,4.4,981.6,23,11.7
8.39,61,0,3.3,977,13,15.1
9.4,65,0,4,978.4,8,11.8
9.78,68,0.03,3.3,975.3,4,15.1
10.7,71,0,3.3,976.7,0,11.9
11.28,67,0,3.3,973.9,2,15.1
11.9,72,0,2.2,975.7,0,11.9
11.17,74,0,3.3,973.6,0,15.2
11.4,81,0,1.7,974.9,0,11.8
9.89,80,2.84,3.3,973.2,0,15.2
10.1,85,1.1,0.9,974.9,0,11.9
10.17,77,1.07,3.3,973.2,0,15.2
10.1,84,1,0.7,975.3,0,11.9
11,77,0.91,3.3,973.2,0,15.2
11.5,81,1.4,1.9,974.6,0,11.9
10.5,77,0.51,3.3,973.6,0,15.2
10.8,78,0.9,1.8,975.4,0,11.9
11.78,68,0,3.3,974.3,4,15.1
12.4,72,0.1,2.3,975.9,0,11.9
11.89,65,0,3.3,975.3,3,15.1
12.3,68,0,1.6,976.5,0,11.9
11.89,59,0,3.3,975.6,4,15.1
12.3,63,0,2.1,976.9,0,11.8
11.06,61,1.14,3.3,976,5,15.1
12.3,64,1.1,3.9,977.2,1,12
10.06,61,0.69,3.3,977.7,5,15.2
11.9,62,0.7,0.8,979.1,0,12
8.06,62,0,3.3,978,5,15.2
11.4,58,0,4.7,979.3,0,12
6.78,67,0,3.3,979,6,15.1
11,60,0,3.5,980.6,1,11.8
6.17,69,0.03,3.3,979.7,45,15.2
9.5,61,0,4.9,980.9,11,11.7
5.28,70,0.08,3.3,980.4,84,15.2
7.4,68,0.1,4.2,981.8,58,11.9
6.5,61,0,3.3,982.4,102,15.1
