Air Temperature,Humidity,Interval Rain,Wind Speed,Barometric Pressure,Solar Radiation,Battery Life
10.8,82.0,0.0,3.7,987.9,0.0,12.0
10.39,80.0,0.0,3.3,985.1,5.0,15.1
11.0,84.0,0.0,1.7,987.0,0.0,11.8
10.17,84.0,0.18,3.3,984.4,4.0,15.1
11.1,87.0,0.0,2.6,986.7,0.0,11.9
10.5,79.0,0.0,3.3,984.1,5.0,15.2
11.0,82.0,0.0,1.8,986.2,0.0,11.9
10.67,77.0,0.0,3.3,983.1,3.0,15.1
11.5,81.0,0.0,3.0,985.1,0.0,11.9
10.78,82.0,0.0,3.3,982.1,2.0,15.2
11.7,87.0,0.0,2.3,984.2,0.0,12.0
10.78,90.0,0.56,3.3,981.7,1.0,15.2
11.3,94.0,0.4,0.5,983.7,-2.0,11.9
10.56,90.0,0.38,3.3,982.1,1.0,15.2
10.2,95.0,0.5,1.3,984.0,0.0,12.0
6.0,90.0,0.18,3.3,982.4,0.0,15.2
8.2,94.0,0.0,2.5,984.2,0.0,11.9
6.39,90.0,0.18,3.3,983.1,1.0,15.1
9.6,95.0,0.1,2.8,984.8,0.0,11.9
5.89,90.0,0.0,3.3,983.4,0.0,15.2
8.4,95.0,0.0,3.7,985.3,0.0,11.9
5.89,90.0,0.0,3.3,983.7,0.0,15.1
8.5,94.0,0.0,3.4,985.6,0.0,11.9
5.67,90.0,0.0,3.3,984.4,1.0,15.2
8.7,94.0,0.0,3.2,986.3,0.0,11.9
5.17,89.0,0.0,3.3,985.1,4.0,15.2
7.8,93.0,0.0,3.9,986.9,3.0,11.9
5.0,89.0,0.0,3.3,985.1,12.0,15.1
7.6,93.0,0.0,4.0,987.3,5.0,12.0
5.28,89.0,0.05,3.3,985.8,43.0,15.2
7.5,92.0,0.1,4.3,987.8,23.0,11.9
5.0,88.0,0.15,3.3,986.8,31.0,15.2
6.8,91.0,0.4,3.9,988.6,31.0,11.9
4.17,86.0,0.0,3.3,987.8,66.0,15.1
7.2,85.0,0.1,3.1,989.7,34.0,12.0
4.17,85.0,0.0,3.3,989.2,49.0,15.2
7.2,84.0,0.0,3.9,991.2,51.0,11.9
5.28,83.0,0.0,3.3,990.9,53.0,15.2
7.9,82.0,0.0,3.5,992.6,63.0,12.0
5.28,83.0,0.0,3.3,991.5,31.0,15.2
9.0,79.0,0.0,2.8,993.4,17.0,12.0
5.17,82.0,0.0,3.3,991.9,20.0,15.2
9.3,78.0,0.0,2.6,993.7,12.0,12.0
5.39,83.0,0.0,3.3,992.2,5.0,15.2
9.2,78.0,0.0,3.6,994.2,0.0,11.8
4.78,85.0,0.0,3.3,992.9,6.0,15.2
9.1,78.0,0.0,2.7,994.7,0.0,11.9
9.0,80.0,0.0,3.9,995.4,0.0,11.9
4.5,88.0,0.0,3.3,993.6,6.0,15.1
8.5,83.0,0.0,4.4,995.2,0.0,12.0
4.0,88.0,0.0,3.3,994.6,5.0,15.2
7.8,84.0,0.1,4.3,996.3,0.0,12.0
4.67,87.0,0.05,3.3,995.3,7.0,15.2
8.4,84.0,0.1,3.6,997.0,0.0,12.0
5.5,87.0,0.0,3.3,995.6,5.0,15.2
8.3,84.0,0.0,3.0,997.3,0.0,11.8
5.78,86.0,0.0,3.3,995.9,5.0,15.2
8.8,83.0,0.0,2.9,998.0,0.0,11.9
6.0,85.0,0.0,3.3,996.3,5.0,15.1
9.7,81.0,0.0,2.5,998.1,0.0,11.8
6.17,86.0,0.08,3.3,996.6,4.0,15.2
9.4,83.0,0.0,2.2,998.5,0.0,11.8
5.56,89.0,0.36,3.3,996.6,4.0,15.2
9.0,87.0,1.1,2.2,998.5,0.0,12.0
5.56,88.0,0.05,3.3,996.6,7.0,15.2
9.2,86.0,0.1,3.1,998.4,0.0,12.0
5.67,89.0,0.0,3.3,997.0,6.0,15.1
9.2,87.0,0.0,1.5,998.6,1.0,12.0
4.5,88.0,0.0,3.3,996.3,6.0,15.2
8.9,88.0,0.0,3.1,998.4,0.0,12.0
6.28,87.0,0.0,3.3,996.6,5.0,15.2
8.7,87.0,0.0,3.4,998.5,1.0,12.0
6.06,87.0,0.0,3.3,996.6,10.0,15.1
9.4,85.0,0.0,2.2,998.5,4.0,11.9
4.5,88.0,0.0,3.3,996.6,21.0,15.2
8.5,83.0,0.0,3.2,998.5,16.0,11.9
4.67,88.0,0.0,3.3,996.6,95.0,15.1
7.8,86.0,0.0,2.7,998.4,101.0,12.0
4.28,89.0,0.0,3.3,997.3,173.0,15.2
7.7,89.0,0.0,4.1,999.1,96.0,12.0
4.28,89.0,0.0,3.3,998.0,117.0,15.2
6.4,90.0,0.0,4.3,1000.0,109.0,11.9
4.0,89.0,0.0,3.3,999.0,68.0,15.2
6.6,91.0,0.0,4.2,1001.0,76.0,12.0
4.17,89.0,0.18,3.3,1000.3,33.0,15.2
6.3,92.0,0.0,3.9,1002.0,50.0,11.9
3.89,89.0,0.0,3.3,1000.3,20.0,15.2
6.5,92.0,0.0,3.1,1002.3,19.0,11.8
3.56,88.0,0.0,3.3,1000.3,15.0,15.2
5.6,92.0,0.0,4.1,1002.2,15.0,11.9
3.0,88.0,0.0,3.3,1000.3,0.0,15.2
5.9,92.0,0.0,3.2,1002.2,1.0,12.0
2.89,88.0,0.0,3.3,1000.3,0.0,15.1
5.3,93.0,0.0,3.0,1002.1,1.0,12.0
2.5,88.0,0.0,3.3,1000.3,1.0,15.2
5.0,92.0,0.0,4.4,1002.1,0.0,12.0
2.17,87.0,0.0,3.3,1000.3,0.0,15.2
4.6,91.0,0.0,4.0,1002.3,0.0,11.9
2.5,88.0,0.0,3.3,1000.7,1.0,15.2
4.9,91.0,0.0,4.2,1002.3,1.0,12.0
2.17,87.0,0.0,3.3,1000.3,0.0,15.2
4.5,92.0,0.0,3.2,1002.1,1.0,11.9
2.56,88.0,0.0,3.3,1000.3,2.0,15.2
3.9,91.0,0.0,3.4,1002.2,1.0,12.0
2.06,87.0,0.0,3.3,1000.3,2.0,15.2
3.6,91.0,0.0,4.0,1002.0,1.0,12.0
2.39,87.0,0.0,3.3,1000.7,1.0,15.2
4.0,90.0,0.0,2.9,1002.6,1.0,12.0
2.39,87.0,0.0,3.3,1000.7,3.0,15.2
3.7,91.0,0.0,2.0,1002.7,1.0,12.0
2.28,87.0,0.0,3.3,1000.7,3.0,15.2
3.7,92.0,0.0,2.5,1002.9,1.0,11.9
2.28,86.0,0.0,3.3,1001.0,5.0,15.2
3.4,91.0,0.0,2.0,1003.0,1.0,11.8
2.17,85.0,0.0,3.3,1001.0,7.0,14.9
3.1,89.0,0.0,1.6,1003.1,1.0,12.0
2.06,84.0,0.0,3.3,1000.7,6.0,15.2
3.0,88.0,0.0,1.5,1002.9,2.0,11.9
1.89,84.0,0.0,3.3,1000.7,6.0,15.2
2.4,88.0,0.0,0.8,1002.6,1.0,12.0
1.89,84.0,0.0,3.3,1001.0,8.0,15.2
2.6,88.0,0.0,1.9,1003.0,3.0,12.0
1.67,84.0,0.0,3.3,1000.7,26.0,15.1
1.89,82.0,0.0,3.3,1000.7,68.0,15.2
2.7,86.0,0.0,3.3,1002.7,47.0,12.0
2.06,78.0,0.0,3.3,1001.4,96.0,15.2
3.1,81.0,0.0,3.5,1003.2,91.0,11.9
2.17,74.0,0.0,3.3,1002.0,94.0,15.2
3.2,80.0,0.0,2.6,1004.0,64.0,11.9
2.17,69.0,0.0,3.3,1002.7,125.0,15.2
3.1,73.0,0.0,1.0,1004.9,57.0,11.9
1.78,73.0,0.0,3.3,1003.7,86.0,15.1
2.3,79.0,0.0,1.2,1005.7,73.0,12.0
1.28,73.0,0.0,3.3,1003.4,53.0,14.9
2.2,82.0,0.0,0.6,1005.5,46.0,11.9
1.17,74.0,0.0,3.3,1003.4,14.0,14.9
2.0,81.0,0.0,0.0,1005.4,6.0,12.0
1.17,73.0,0.0,3.3,1003.4,5.0,15.2
2.1,78.0,0.0,1.4,1005.1,2.0,11.9
1.06,74.0,0.0,3.3,1003.0,7.0,14.9
2.3,81.0,0.0,0.0,1005.3,2.0,11.9
1.0,75.0,0.0,3.3,1003.0,6.0,15.2
1.8,82.0,0.0,0.9,1005.3,2.0,11.9
0.89,78.0,0.0,3.3,1003.0,6.0,15.2
1.8,82.0,0.0,1.7,1005.0,2.0,12.0
0.89,79.0,0.0,3.3,1003.0,5.0,15.2
1.6,84.0,0.0,2.2,1005.1,1.0,12.0
0.56,80.0,0.0,3.3,1003.0,5.0,15.2
2.0,83.0,0.0,0.3,1005.1,1.0,11.9
1.0,78.0,0.0,3.3,1003.0,6.0,15.1
1.7,84.0,0.0,0.7,1004.9,1.0,12.0
0.89,80.0,0.0,3.3,1003.0,6.0,15.2
2.1,82.0,0.0,0.4,1005.2,2.0,11.9
1.0,78.0,0.0,3.3,1003.4,5.0,15.2
2.0,81.0,0.0,1.7,1005.3,2.0,11.9
1.0,77.0,0.0,3.3,1003.0,6.0,15.2
2.0,81.0,0.0,1.9,1005.2,2.0,11.9
1.0,72.0,0.0,3.3,1003.4,5.0,15.2
1.8,80.0,0.0,0.6,1005.5,2.0,12.0
1.89,63.0,0.0,3.3,1004.4,5.0,15.2
2.1,77.0,0.0,0.7,1006.3,2.0,11.9
1.56,69.0,0.0,3.3,1004.4,4.0,15.2
2.4,70.0,0.0,2.6,1006.4,1.0,12.0
1.28,70.0,0.0,3.3,1004.1,6.0,14.9
2.4,72.0,0.0,3.6,1006.2,1.0,12.0
1.78,67.0,0.0,3.3,1004.1,4.0,15.1
2.4,74.0,0.0,2.8,1006.0,1.0,12.0
1.17,74.0,0.0,3.3,1003.4,21.0,15.2
1.9,78.0,0.0,1.7,1005.5,17.0,11.9
1.17,75.0,0.0,3.3,1003.4,62.0,15.2
2.0,79.0,0.0,2.1,1005.6,67.0,12.0
1.17,74.0,0.0,3.3,1003.7,115.0,14.9
2.1,80.0,0.0,2.0,1005.8,89.0,12.0
1.28,75.0,0.0,3.3,1003.7,145.0,15.1
2.4,78.0,0.0,2.1,1005.8,128.0,12.0
1.67,66.0,0.0,3.3,1004.1,142.0,15.2
3.0,72.0,0.0,0.6,1006.1,103.0,12.0
1.67,68.0,0.0,3.3,1004.7,146.0,15.2
2.9,76.0,0.0,0.6,1006.8,114.0,12.0
1.67,69.0,0.0,3.3,1004.7,86.0,14.9
2.5,77.0,0.0,0.8,1007.0,65.0,12.0
1.56,74.0,0.03,3.3,1004.4,46.0,14.9
2.7,78.0,0.0,3.1,1006.4,45.0,11.9
1.39,77.0,0.0,3.3,1004.1,18.0,15.2
2.7,80.0,0.0,2.5,1006.0,10.0,11.9
1.56,77.0,0.0,3.3,1003.4,6.0,15.2
2.6,80.0,0.0,3.4,1005.7,1.0,12.0
2.0,76.0,0.0,3.3,1003.0,6.0,14.9
2.8,83.0,0.0,3.4,1005.2,2.0,12.0
2.0,79.0,0.0,3.3,1002.4,6.0,14.9
2.7,84.0,0.0,2.9,1004.5,1.0,12.0
1.56,80.0,0.0,3.3,1001.7,6.0,15.2
2.4,85.0,0.0,3.7,1003.9,1.0,11.9
1.67,79.0,0.0,3.3,1001.7,6.0,15.2
2.8,82.0,0.0,2.8,1003.8,1.0,11.8
2.17,76.0,0.0,3.3,1001.4,7.0,14.9
3.0,79.0,0.0,2.5,1003.3,1.0,11.8
2.06,75.0,0.0,3.3,1000.3,6.0,14.9
3.3,79.0,0.0,3.1,1002.4,1.0,11.9
2.0,77.0,0.0,3.3,1000.0,6.0,15.2
2.8,81.0,0.0,0.9,1002.1,1.0,11.9
2.0,77.0,0.0,3.3,999.7,7.0,14.9
2.9,81.0,0.0,2.9,1001.6,1.0,12.0
2.39,76.0,0.0,3.3,999.0,6.0,15.1
3.9,76.0,0.0,2.9,1001.0,1.0,12.0
3.78,71.0,0.0,3.3,998.0,6.0,15.2
5.2,72.0,0.0,1.8,1000.0,0.0,12.0
4.39,69.0,0.0,3.3,997.3,6.0,15.2
5.9,70.0,0.0,1.9,999.3,1.0,12.0
5.0,67.0,0.0,3.3,996.6,6.0,15.2
6.3,69.0,0.0,1.3,998.6,1.0,11.9
5.06,66.0,0.0,3.3,995.9,6.0,15.2
6.3,66.0,0.0,0.8,997.9,1.0,11.9
4.89,66.0,0.0,3.3,995.3,6.0,15.2
6.4,65.0,0.0,0.9,997.1,1.0,12.0
4.56,65.0,0.0,3.3,994.6,10.0,15.2
6.0,65.0,0.0,1.1,996.7,5.0,12.0
4.5,62.0,0.0,3.3,993.6,28.0,15.1
5.7,64.0,0.0,1.7,995.6,21.0,11.9
4.28,61.0,0.0,3.3,993.6,44.0,15.2
5.4,63.0,0.0,1.8,995.6,30.0,12.0
3.78,62.0,0.0,3.3,993.6,49.0,15.2
4.5,65.0,0.0,0.7,995.5,51.0,12.0
3.28,62.0,0.0,3.3,993.9,40.0,15.2
4.3,64.0,0.0,0.6,996.0,36.0,11.8
2.89,64.0,0.0,3.3,994.6,36.0,14.9
4.1,65.0,0.0,2.1,996.7,31.0,11.9
2.56,60.0,0.0,3.3,995.3,48.0,15.2
3.9,63.0,0.0,2.8,997.2,50.0,12.0
2.28,58.0,0.0,3.3,995.3,30.0,15.2
3.4,61.0,0.0,0.7,997.3,21.0,12.0
2.0,58.0,0.0,3.3,995.3,18.0,14.9
3.2,60.0,0.0,2.0,997.4,11.0,11.9
1.67,57.0,0.0,3.3,995.6,5.0,15.2
3.0,60.0,0.0,2.1,997.5,1.0,11.9
1.5,57.0,0.0,3.3,995.6,4.0,15.1
2.6,59.0,0.0,1.4,997.7,1.0,11.9
1.39,55.0,0.0,3.3,995.9,6.0,14.9
1.06,55.0,0.0,3.3,996.3,6.0,14.9
2.3,57.0,0.0,2.4,998.7,1.0,11.9
0.67,55.0,0.0,3.3,997.3,6.0,15.2
1.9,57.0,0.0,1.6,999.5,1.0,12.0
0.67,55.0,0.0,3.3,998.3,5.0,15.2
1.7,57.0,0.0,0.8,1000.3,1.0,12.0
0.78,54.0,0.0,3.3,999.0,5.0,14.9
1.9,58.0,0.0,1.3,1000.8,1.0,12.0
0.78,55.0,0.0,3.3,998.6,5.0,14.9
1.7,59.0,0.0,1.7,1000.5,1.0,12.0
0.89,56.0,0.0,3.3,999.3,5.0,15.2
2.1,59.0,0.0,2.6,1001.2,1.0,11.9
0.89,56.0,0.0,3.3,1000.0,5.0,15.1
1.8,62.0,0.0,1.9,1001.8,1.0,11.9
0.78,58.0,0.0,3.3,1000.0,6.0,14.9
1.8,64.0,0.0,3.2,1002.1,1.0,12.0
0.28,65.0,0.0,3.3,1000.7,6.0,14.9
1.2,68.0,0.0,2.0,1002.9,1.0,12.0
0.06,67.0,0.0,3.3,1001.7,6.0,15.2
1.1,69.0,0.0,3.9,1003.8,1.0,12.0
0.17,67.0,0.0,3.3,1002.0,4.0,15.2
1.2,69.0,0.0,3.5,1004.2,1.0,12.0
0.5,65.0,0.0,3.3,1002.4,5.0,14.9
1.6,67.0,0.0,4.6,1004.5,2.0,12.0
0.39,65.0,0.0,3.3,1002.7,32.0,14.9
1.7,66.0,0.0,3.0,1004.8,21.0,12.0
0.17,60.0,0.0,3.3,1002.4,58.0,15.2
1.7,64.0,0.0,2.9,1004.5,46.0,12.0
0.06,57.0,0.0,3.3,1002.4,192.0,15.2
1.2,61.0,0.0,0.9,1004.9,118.0,12.0
-0.17,56.0,0.0,3.3,1003.0,150.0,14.9
1.0,60.0,0.0,2.3,1005.0,145.0,12.0
-0.89,55.0,0.0,3.3,1003.7,153.0,14.9
0.2,59.0,0.0,1.6,1006.0,121.0,12.0
-1.89,58.0,0.0,3.3,1005.1,130.0,15.1
-0.2,60.0,0.0,0.3,1007.1,160.0,12.0
-2.5,59.0,0.0,3.3,1006.1,137.0,14.9
-1.2,62.0,0.0,0.8,1008.4,124.0,12.0
-3.0,58.0,0.0,3.3,1006.4,82.0,14.9
-1.7,61.0,0.0,1.2,1008.5,72.0,12.0
-3.06,57.0,0.0,3.3,1006.4,32.0,14.9
-2.3,61.0,0.0,2.5,1008.6,28.0,11.9
-4.0,62.0,0.0,3.3,1006.8,5.0,15.2
-2.6,64.0,0.0,1.6,1008.6,3.0,12.0
-5.06,62.0,0.0,3.3,1006.8,4.0,15.0
-2.7,61.0,0.0,0.4,1009.0,2.0,12.0
-5.06,61.0,0.0,3.3,1006.4,5.0,15.0
-2.9,59.0,0.0,1.3,1008.5,2.0,12.0
-5.06,61.0,0.0,3.3,1006.8,4.0,15.0
-3.1,58.0,0.0,0.7,1008.9,2.0,12.0
-5.89,65.0,0.0,3.3,1006.4,5.0,15.2
-3.0,55.0,0.0,0.0,1008.5,2.0,12.0
-6.17,64.0,0.0,3.3,1006.4,4.0,15.2
-3.1,57.0,0.0,1.1,1008.4,2.0,11.9
-6.39,63.0,0.0,3.3,1006.1,4.0,15.0
-3.6,64.0,0.0,0.4,1008.1,3.0,12.0
-6.5,63.0,0.0,3.3,1006.4,4.0,15.0
-3.9,67.0,0.0,1.2,1008.5,3.0,12.0
-6.17,63.0,0.0,3.3,1006.4,4.0,15.2
-3.4,66.0,0.0,1.7,1008.3,3.0,12.0
-5.89,63.0,0.0,3.3,1006.4,4.0,15.2
-3.7,66.0,0.0,1.2,1008.5,3.0,12.0
-5.56,63.0,0.0,3.3,1006.8,4.0,14.9
-3.6,66.0,0.0,1.7,1009.0,2.0,12.0
-5.06,61.0,0.0,3.3,1007.1,4.0,15.2
-3.3,66.0,0.0,2.6,1009.2,3.0,11.9
-4.67,59.0,0.0,3.3,1007.1,4.0,15.2
-3.1,66.0,0.0,2.3,1009.2,3.0,12.0
-4.17,60.0,0.0,3.3,1007.1,4.0,15.0
-2.9,70.0,0.0,1.2,1009.1,2.0,11.9
-4.17,67.0,0.0,3.3,1007.5,207.0,15.2
-3.4,56.0,0.0,2.2,1009.7,45.0,11.8
-4.39,67.0,0.0,3.3,1007.8,273.0,14.9
-3.7,63.0,0.0,3.4,1009.6,71.0,11.9
-4.78,67.0,0.0,3.3,1008.1,281.0,15.2
-3.8,67.0,0.0,4.1,1010.1,95.0,12.0
-4.67,65.0,0.0,3.3,1008.1,402.0,14.9
-3.9,61.0,0.0,3.1,1010.1,30.0,12.0
-4.78,54.0,0.0,3.3,1008.8,275.0,14.9
-4.0,63.0,0.0,3.7,1011.1,213.0,12.0
-5.67,57.0,0.0,3.3,1009.8,140.0,14.9
-4.3,61.0,0.0,1.7,1012.1,189.0,12.0
-6.56,60.0,0.0,3.3,1009.5,175.0,15.2
-4.8,62.0,0.0,1.1,1011.4,117.0,12.0
-7.78,62.0,0.0,3.3,1008.8,62.0,15.0
-5.8,64.0,0.0,1.1,1010.9,25.0,12.0
-7.56,63.0,0.0,3.3,1008.5,5.0,14.9
-5.5,66.0,0.0,0.9,1010.5,4.0,12.0
-7.17,63.0,0.0,3.3,1008.1,5.0,15.0
-5.3,66.0,0.0,1.5,1010.3,3.0,12.0
-6.78,64.0,0.0,3.3,1007.8,5.0,14.9
-4.8,65.0,0.0,1.0,1009.9,3.0,11.9
-6.17,63.0,0.0,3.3,1007.1,4.0,15.0
-4.2,65.0,0.0,1.1,1009.2,3.0,12.0
-5.5,65.0,0.0,3.3,1006.8,5.0,14.9
-3.6,63.0,0.0,1.5,1009.1,2.0,12.0
-5.28,62.0,0.0,3.3,1006.4,5.0,14.9
-3.1,61.0,0.0,2.3,1008.6,2.0,12.0
-5.0,61.0,0.0,3.3,1005.8,5.0,14.9
-3.1,64.0,0.0,1.2,1008.0,2.0,12.0
-4.39,63.0,0.0,3.3,1005.4,4.0,15.2
-2.7,64.0,0.0,1.0,1007.7,2.0,12.0
-3.28,60.0,0.0,3.3,1005.8,4.0,14.9
-1.9,63.0,0.0,3.1,1007.9,2.0,12.0
-2.89,61.0,0.0,3.3,1005.8,5.0,14.9
-1.8,63.0,0.0,3.3,1008.0,2.0,11.9
-2.67,60.0,0.0,3.3,1005.8,4.0,15.2
-1.6,64.0,0.0,4.3,1007.7,2.0,12.0
-2.5,61.0,0.0,3.3,1005.4,4.0,15.0
-1.4,65.0,0.0,2.4,1007.7,2.0,12.0
-2.17,62.0,0.0,3.3,1004.4,5.0,14.9
-0.7,66.0,0.0,2.1,1006.9,2.0,12.0
-1.56,63.0,0.0,3.3,1004.1,4.0,15.2
-0.4,67.0,0.0,3.3,1006.5,2.0,12.0
-0.78,61.0,0.0,3.3,1003.4,5.0,14.9
-0.2,70.0,0.0,5.0,1005.7,2.0,12.0
-0.28,65.0,0.0,3.3,1003.4,13.0,14.9
0.5,68.0,0.0,1.3,1005.2,10.0,11.8
-0.28,66.0,0.0,3.3,1001.7,93.0,15.2
0.5,71.0,0.0,5.7,1003.9,78.0,11.9
-0.28,69.0,0.0,3.3,1000.7,373.0,15.2
0.4,73.0,0.0,3.9,1002.9,96.0,12.0
-0.17,70.0,0.03,3.3,1000.0,101.0,14.9
0.7,75.0,0.0,7.3,1002.4,69.0,12.0
0.0,75.0,0.25,3.3,999.3,113.0,14.9
0.8,79.0,0.1,7.4,1001.5,68.0,11.9
0.39,76.0,0.03,3.3,998.6,145.0,15.2
2.2,67.0,0.0,8.0,1000.9,77.0,11.9
1.5,66.0,0.08,3.3,998.0,42.0,15.1
2.2,72.0,0.0,7.4,1000.5,26.0,11.9
1.5,70.0,0.25,3.3,996.3,38.0,14.9
2.1,75.0,0.0,8.3,998.8,29.0,12.0
1.28,73.0,0.08,3.3,995.3,20.0,14.9
1.8,80.0,0.0,7.5,997.3,11.0,12.0
1.5,75.0,0.0,3.3,993.6,0.0,15.2
2.3,78.0,0.0,6.9,996.1,1.0,12.0
1.67,77.0,0.18,3.3,992.6,3.0,15.2
2.4,79.0,1.6,6.9,995.0,1.0,12.0
0.89,86.0,0.0,3.3,991.2,5.0,14.9
1.3,89.0,2.0,2.5,993.3,1.0,12.0
0.78,84.0,0.0,3.3,990.5,3.0,14.9
1.4,88.0,1.4,2.1,992.5,1.0,12.0
0.78,84.0,0.0,3.3,990.5,2.0,15.2
1.4,88.0,0.0,1.4,992.4,1.0,12.0
0.56,84.0,0.0,3.3,990.2,2.0,14.9
1.4,86.0,0.2,0.6,992.1,1.0,11.9
0.5,84.0,0.0,3.3,990.2,2.0,14.9
1.5,86.0,0.3,0.0,991.8,1.0,11.9
0.39,85.0,0.0,3.3,990.5,2.0,14.9
1.4,85.0,0.6,1.3,992.5,0.0,11.9
0.28,86.0,0.0,3.3,991.2,6.0,14.9
1.5,85.0,0.3,1.5,993.2,1.0,12.0
0.28,86.0,0.0,3.3,991.9,6.0,14.9
1.3,87.0,0.0,2.9,993.9,1.0,12.0
0.06,86.0,0.25,3.3,993.2,6.0,15.1
1.0,88.0,0.0,2.3,995.1,0.0,12.0
-0.06,86.0,0.1,3.3,993.9,6.0,15.2
0.7,88.0,0.1,2.9,995.9,1.0,11.9
-0.67,85.0,0.05,3.3,994.9,6.0,14.9
0.2,87.0,0.9,3.3,996.7,1.0,12.0
0.28,68.0,0.03,3.3,995.3,6.0,14.9
1.5,68.0,0.0,3.1,997.1,2.0,11.9
0.06,66.0,0.0,3.3,994.9,6.0,15.2
1.2,69.0,0.0,1.6,996.9,1.0,11.9
0.0,64.0,0.0,3.3,995.3,12.0,15.2
1.2,67.0,0.0,3.2,997.3,9.0,12.0
-0.06,62.0,0.0,3.3,995.9,55.0,14.9
0.9,63.0,0.0,4.0,997.6,48.0,12.0
-0.39,61.0,0.0,3.3,997.0,92.0,14.9
0.7,62.0,0.0,4.1,998.5,78.0,12.0
-1.0,62.0,0.0,3.3,997.6,195.0,15.2
0.1,64.0,0.0,1.7,999.5,133.0,11.9
-1.0,60.0,0.0,3.3,999.3,254.0,15.2
-0.3,63.0,0.0,3.5,1001.4,127.0,11.9
-1.0,56.0,0.0,3.3,1001.7,140.0,14.9
-0.3,61.0,0.0,4.6,1003.5,138.0,12.0
-1.39,58.0,0.0,3.3,1002.4,72.0,14.9
-0.7,61.0,0.0,3.9,1004.3,58.0,12.0
-1.89,56.0,0.0,3.3,1003.7,45.0,14.9
-0.7,61.0,0.0,2.3,1005.6,45.0,12.0
-2.06,56.0,0.0,3.3,1003.4,26.0,15.2
-0.9,59.0,0.0,1.0,1005.5,19.0,12.0
-2.67,57.0,0.0,3.3,1003.4,4.0,15.2
-1.1,61.0,0.0,1.3,1005.3,2.0,11.9
-2.89,57.0,0.0,3.3,1003.7,6.0,14.9
-1.6,59.0,0.0,0.8,1005.7,2.0,11.9
-2.78,57.0,0.0,3.3,1004.4,5.0,15.2
-1.8,61.0,0.0,1.7,1006.4,2.0,11.9
-2.89,57.0,0.0,3.3,1004.1,6.0,14.9
-1.9,60.0,0.0,1.1,1006.3,2.0,11.9
-3.06,57.0,0.0,3.3,1004.7,5.0,14.9
-2.0,60.0,0.0,0.8,1006.9,2.0,12.0
-3.17,59.0,0.0,3.3,1004.7,6.0,14.9
-2.0,61.0,0.0,1.5,1006.9,2.0,12.0
-3.06,58.0,0.0,3.3,1004.4,6.0,14.9
-2.0,61.0,0.0,0.5,1006.7,2.0,12.0
-3.06,56.0,0.0,3.3,1004.4,6.0,14.9
-2.4,62.0,0.0,0.7,1006.6,3.0,12.0
-3.17,56.0,0.0,3.3,1004.7,6.0,15.2
-1.9,62.0,0.0,1.2,1006.8,2.0,11.9
-2.89,56.0,0.0,3.3,1004.7,4.0,14.9
-2.2,61.0,0.0,2.1,1006.9,2.0,12.0
-3.0,57.0,0.0,3.3,1004.7,6.0,14.9
-1.6,62.0,0.0,2.7,1006.9,2.0,11.9
-2.56,57.0,0.0,3.3,1005.1,5.0,15.1
-1.4,61.0,0.0,2.2,1007.0,2.0,12.0
-2.06,56.0,0.0,3.3,1004.4,7.0,14.9
-0.9,58.0,0.0,2.2,1006.3,2.0,12.0
-1.56,55.0,0.0,3.3,1004.1,5.0,14.9
-0.2,59.0,0.0,2.8,1005.8,2.0,11.9
-1.28,56.0,0.0,3.3,1003.4,5.0,15.2
-0.2,60.0,0.0,3.8,1005.4,2.0,11.9
-0.89,56.0,0.0,3.3,1003.0,11.0,15.2
0.6,60.0,0.0,2.7,1004.9,6.0,12.0
-0.06,53.0,0.0,3.3,1001.7,56.0,14.9
1.2,58.0,0.0,2.9,1003.7,38.0,12.0
-0.06,60.0,0.0,3.3,1001.4,48.0,14.9
1.0,66.0,0.0,2.7,1003.2,38.0,12.0
-0.5,66.0,0.0,3.3,1001.0,65.0,15.2
0.6,71.0,0.0,3.5,1003.1,53.0,11.9
-0.06,66.0,0.0,3.3,1001.4,122.0,15.2
1.4,68.0,0.0,2.7,1003.1,154.0,12.0
0.56,62.0,0.0,3.3,1001.7,213.0,14.9
2.1,67.0,0.0,2.8,1003.7,236.0,12.0
0.5,63.0,0.0,3.3,1001.7,227.0,15.1
1.7,67.0,0.0,4.4,1003.9,254.0,11.9
0.0,65.0,0.0,3.3,1001.4,186.0,14.9
1.1,69.0,0.0,3.1,1003.3,36.0,12.0
-0.06,69.0,0.0,3.3,1001.0,64.0,14.9
1.0,75.0,0.0,1.1,1002.7,23.0,11.9
0.28,75.0,0.0,3.3,1001.0,6.0,15.2
1.3,78.0,0.0,1.5,1003.2,2.0,11.9
0.56,75.0,0.0,3.3,1000.3,6.0,15.2
1.8,78.0,0.0,2.6,1002.6,1.0,12.1
1.06,77.0,0.0,3.3,1000.0,6.0,14.9
2.1,82.0,0.0,4.2,1001.8,1.0,12.0
1.06,79.0,0.0,3.3,1000.0,7.0,14.9
2.6,81.0,0.0,1.5,1002.0,1.0,12.0
1.78,75.0,0.0,3.3,1000.7,7.0,14.9
3.2,73.0,0.0,1.7,1002.6,1.0,12.0
2.17,71.0,0.0,3.3,1001.0,6.0,15.2
3.3,74.0,0.0,1.5,1003.0,1.0,12.0
2.06,72.0,0.0,3.3,1001.4,6.0,15.2
3.2,76.0,0.0,1.4,1003.4,1.0,11.9
