f1 , f2 , f3 , f4
72,107,24,26
18,255,79,255
45,4,15,216
255,54,181,114
255,27,34,74
103,60,253,34
113,78,255,255
25,31,46,145
32,55,37,30
255,13,33,70
176,17,255,255
27,162,78,77
34,204,39,197
235,91,255,45
255,113,58,47
12,89,66,98
0,59,31,22
181,166,132,134
21,71,6,10
255,159,39,217
69,7,81,22
104,34,242,76
163,213,58,35
58,57,92,184
208,4,54,69
124,191,40,115
255,99,60,21
90,138,255,132
48,37,61,19
148,249,2,21
168,19,40,17
3,106,62,5
8,3,255,16
41,202,0,12
255,88,255,106
24,109,150,2
17,111,25,255
121,81,137,255
255,36,23,255
99,100,128,13
185,32,255,176
17,22,59,17
27,39,103,255
114,73,141,3
45,15,255,52
38,138,59,55
247,153,114,70
56,2,255,2
39,195,47,21
36,109,195,157
29,108,201,24
19,118,45,9
227,135,105,42
255,57,28,255
31,213,7,145
255,46,239,194
155,3,160,31
145,62,100,200
13,19,175,32
76,174,3,255
44,53,40,45
0,98,41,87
32,76,136,100
83,255,231,77
4,156,139,62
215,255,255,88
40,89,255,23
148,184,45,255
41,96,250,34
33,9,84,1
168,54,143,74
108,139,41,67
11,65,17,130
160,120,30,65
200,248,62,28
28,255,252,40
43,0,158,160
255,128,119,70
57,8,255,74
11,175,93,11
0,77,19,208
85,29,48,107
255,58,24,195
199,255,116,123
42,118,27,215
255,83,47,125
184,56,249,64
222,195,130,65
14,101,76,195
10,100,49,107
253,48,19,28
18,241,17,255
6,56,255,126
173,255,122,145
34,255,1,164
35,255,14,52
30,3,255,102
89,112,142,64
61,95,255,223
59,255,15,191
35,231,255,156
0,233,39,222
124,151,60,148
255,28,66,96
95,47,34,167
103,4,51,68
53,255,208,131
54,30,103,52
94,29,187,97
61,255,79,27
243,118,77,75
107,56,255,4
107,87,91,51
255,255,85,41
150,169,255,9
129,4,220,48
18,122,26,101
86,77,94,18
47,12,79,24
255,3,61,45
255,94,156,68
10,63,255,8
255,42,12,10
104,22,174,115
36,31,5,120
188,140,177,26
24,76,91,208
161,66,169,25
76,188,62,255
10,255,45,7
28,248,255,10
196,255,26,255
167,255,140,17
134,112,20,82
61,2,52,29
255,120,82,255
255,32,22,26
67,51,76,15
17,105,255,111
31,255,255,56
167,16,103,160
255,39,15,84
74,101,103,255
87,94,68,29
255,70,97,193
45,9,255,98
144,193,153,39
5,154,255,255
3,71,41,12
57,13,85,67
81,122,255,85
23,58,255,179
216,45,159,149
255,54,239,67
196,190,1,36
154,66,81,255
128,255,109,50
89,137,230,98
200,13,2,255
255,120,116,103
49,104,116,3
2,240,71,47
56,176,1,104
255,255,168,77
255,255,83,255
105,201,62,50
94,16,255,19
65,121,72,18
6,57,55,13
204,51,176,36
109,112,88,255
134,98,96,34
235,233,131,199
137,203,39,63
255,76,192,54
95,52,108,111
117,2,16,209
207,166,242,70
53,205,26,255
1,16,255,255
241,238,167,255
7,4,24,9
95,38,17,58
81,102,76,157
42,69,37,174
10,68,24,223
70,255,255,28
161,130,112,60
203,27,178,193
186,129,35,90
255,1,102,30
25,17,28,235
82,34,8,255
80,19,12,5
20,68,50,36
131,21,18,94
136,62,255,117
255,98,255,104
41,44,10,1
184,168,237,54
76,255,239,21
92,255,92,84
44,142,255,191
88,82,58,181
236,5,20,129
133,94,102,255
18,176,81,255
86,49,51,16
145,4,255,138
255,20,60,64
157,255,165,29
45,50,255,255
113,47,16,17
100,131,52,76
64,32,255,76
62,68,141,255
255,254,26,5
8,98,228,131
127,255,252,76
101,255,6,21
70,172,52,19
255,56,190,122
255,60,18,11
106,132,255,117
255,72,18,110
33,14,20,51
41,34,99,79
114,101,184,81
77,4,31,152
107,105,66,48
83,47,255,255
42,255,255,9
12,9,147,95
89,26,25,255
255,18,255,255
213,69,159,255
255,89,21,3
91,2,131,49
129,86,23,29
100,147,114,94
229,37,172,91
255,145,17,6
47,255,1,47
109,188,154,37
255,139,12,64
51,30,255,77
102,73,49,255
27,255,14,85
3,21,255,0
100,59,94,235
135,32,23,1
73,60,20,7
66,25,95,204
21,114,41,255
2,21,108,255
50,115,28,43
9,255,38,27
3,11,106,16
44,59,255,57
18,116,176,40
8,222,56,72
12,255,36,27
177,74,33,80
125,21,29,23
59,93,3,73
13,50,27,76
21,99,248,101
29,11,255,255
149,89,90,205
21,97,108,255
4,250,0,255
100,20,4,209
156,20,0,143
12,39,182,5
131,229,116,8
19,104,25,72
130,56,55,72
64,29,121,117
14,108,114,111
62,41,160,95
6,141,115,107
52,83,11,66
255,1,18,25
122,210,255,255
255,176,255,183
178,18,131,60
48,42,24,63
85,149,255,233
43,235,113,230
104,33,255,186
98,165,193,30
39,67,15,43
0,28,159,61
78,18,10,14
117,19,226,255
130,16,16,54
155,45,14,31
13,60,255,6
73,221,255,64
255,116,14,30
106,25,78,4
221,32,151,97
106,255,255,27
199,123,81,93
36,131,66,132
3,117,209,71
59,255,255,116
31,138,255,77
199,122,76,79
23,104,61,36
255,71,89,5
221,7,66,32
158,75,150,104
99,112,77,62
129,239,109,40
88,255,17,25
123,122,221,129
255,8,4,124
255,87,28,42
1,65,41,95
4,255,69,34
11,255,199,9
255,33,33,203
33,69,19,59
237,50,255,255
120,255,186,117
11,77,86,128
216,179,16,133
86,255,15,94
199,68,131,255
55,204,113,240
35,141,4,118
255,105,5,121
85,162,111,53
137,200,69,2
213,130,141,24
231,162,255,130
87,21,177,46
4,29,76,37
29,38,45,255
13,255,239,81
41,255,8,109
39,113,16,94
116,217,54,15
255,24,124,57
40,145,54,255
48,194,139,112
5,94,58,154
255,3,110,64
150,68,242,16
154,35,23,150
40,163,26,248
91,194,80,3
28,255,255,60
54,255,255,210
54,118,255,54
255,5,230,62
146,75,72,53
255,169,8,32
15,129,197,221
49,32,206,42
61,100,9,16
29,50,231,26
83,105,74,34
60,17,255,5
234,255,117,23
14,94,5,255
83,140,255,88
118,245,255,255
134,99,62,255
38,103,51,95
104,108,6,93
106,255,240,41
25,27,244,168
67,10,153,179
255,24,140,4
5,228,20,170
69,31,30,255
46,170,8,215
0,80,192,98
189,43,11,27
37,35,21,99
196,0,238,103
101,14,100,19
100,195,210,63
255,101,166,33
211,159,136,200
10,51,40,226
46,108,216,32
122,185,82,70
92,22,112,130
71,12,250,49
15,27,136,138
42,118,246,16
40,76,76,230
44,56,255,40
44,84,254,24
102,67,67,40
29,95,255,21
65,255,255,255
33,255,83,255
20,255,175,54
200,10,185,96
9,2,80,252
13,255,155,5
108,130,20,193
34,70,86,189
165,10,10,36
255,255,12,255
255,255,156,78
14,109,38,67
11,8,115,105
133,45,76,57
244,73,60,78
25,64,255,42
24,10,255,235
179,135,18,32
54,168,185,114
70,4,235,110
234,151,0,73
15,40,169,66
66,1,252,22
255,24,59,84
40,129,23,72
204,192,166,29
18,88,65,33
11,255,81,11
46,137,59,255
90,155,57,64
73,45,201,13
255,7,130,102
255,3,25,12
4,82,172,255
63,30,7,76
14,33,11,13
147,255,48,36
49,70,20,255
57,135,153,14
46,9,82,107
255,86,72,76
112,164,192,2
255,14,44,255
158,231,39,112
3,102,118,255
229,255,238,255
93,16,82,61
75,86,209,29
222,202,255,94
35,155,41,21
255,249,94,211
6,80,94,161
98,178,147,230
174,3,36,26
151,255,21,28
221,93,99,84
54,47,152,233
13,161,237,91
41,68,3,183
108,85,116,55
24,37,136,255
0,3,210,209
255,72,239,122
100,162,6,19
147,59,155,64
186,136,71,47
81,138,134,152
255,230,17,6
32,164,2,15
102,11,132,124
46,255,16,42
1,33,85,4
29,49,143,131
166,255,61,10
255,21,28,229
233,255,168,88
21,64,48,255
218,78,125,27
19,193,75,16
23,255,16,39
255,151,151,22
255,129,20,18
156,52,106,6
190,32,255,104
74,255,251,62
255,58,44,9
127,2,50,26
27,255,125,132
60,255,97,255
20,234,9,150
56,255,38,60
50,255,63,36
12,255,8,109
43,255,63,242
74,128,5,75
21,178,54,2
241,180,33,103
108,17,81,22
101,45,25,60
208,14,255,245
119,255,72,42
55,131,87,162
191,9,157,255
147,255,2,140
115,117,34,70
246,31,55,23
255,255,255,60
222,53,0,88
150,140,37,17
255,101,38,102
255,255,74,243
255,28,170,73
91,34,50,4
207,3,255,154
10,22,68,165
241,10,28,123
36,228,36,117
255,255,39,76
105,9,146,255
42,14,7,255
39,240,106,84
62,16,8,153
42,255,54,255
37,37,81,240
28,9,173,16
255,30,28,16
233,73,20,48
167,68,56,104
27,255,26,240
40,255,44,42
42,72,52,139
101,57,65,216
23,255,0,25
42,246,66,69
145,49,55,60
38,119,46,25
72,162,77,255
81,102,38,255
69,96,53,115
84,165,59,14
245,80,30,42
21,28,255,173
255,184,35,90
53,255,8,25
197,9,29,2
5,28,113,0
212,255,10,192
62,57,184,78
43,1,18,152
50,59,37,141
92,13,122,154
225,68,75,133
54,0,21,22
19,178,28,5
153,83,110,56
255,255,59,26
8,19,17,98
25,255,90,15
245,43,58,34
149,19,35,189
77,10,58,130
255,65,62,234
35,45,255,36
250,27,255,124
31,71,15,137
110,22,20,123
71,43,78,39
255,255,183,10
255,255,181,52
56,63,255,14
134,255,61,36
4,107,71,255
255,255,109,159
255,255,24,11
97,255,99,46
255,246,22,89
145,75,139,60
255,45,255,18
213,10,53,255
19,42,255,255
38,255,126,46
46,176,135,255
86,7,215,255
106,1,82,249
69,255,193,3
1,34,16,78
170,255,47,255
8,255,4,81
93,255,39,179
123,3,94,255
16,155,2,27
64,99,19,75
6,17,10,55
118,98,36,135
41,12,95,12
189,215,107,20
111,29,9,26
132,54,32,2
36,12,178,10
107,45,255,215
255,38,103,127
255,2,62,194
69,145,122,255
255,255,255,24
255,43,103,255
5,198,37,10
178,13,123,100
255,66,0,160
68,255,232,255
255,3,11,152
150,3,234,255
17,44,65,50
107,20,30,255
127,30,156,49
66,109,255,190
160,255,255,116
5,67,87,194
7,247,252,0
255,255,102,40
95,61,227,20
19,167,133,185
178,224,60,120
81,107,12,10
159,199,0,16
255,65,123,61
23,114,202,54
255,151,35,30
10,192,3,27
32,155,8,170
120,255,84,126
95,74,26,244
1,26,24,81
255,152,128,229
40,2,58,55
100,51,211,55
0,48,64,77
57,136,183,3
74,23,62,49
90,203,95,80
179,255,91,24
3,255,126,135
2,96,152,35
38,254,98,95
98,110,65,87
121,53,186,140
125,99,18,170
106,86,40,91
147,13,43,49
233,6,66,154
17,125,255,207
134,21,49,118
0,34,43,19
230,26,151,190
126,240,96,83
38,11,2,15
49,20,137,159
7,253,92,255
67,255,91,83
20,41,16,194
38,180,15,15
81,176,99,105
255,255,110,22
16,40,58,106
110,57,65,86
58,90,41,60
92,255,26,104
231,255,13,255
255,29,9,87
158,255,39,124
153,60,57,252
26,243,17,90
167,98,59,85
168,13,85,60
194,26,72,165
229,111,11,140
167,139,62,94
5,95,183,251
58,75,232,16
255,184,154,236
158,255,72,155
11,185,240,29
189,15,89,10
25,255,59,255
255,29,106,36
255,15,2,255
44,83,105,255
40,156,100,65
108,255,255,76
31,142,29,42
255,70,155,62
55,111,255,182
110,14,64,96
117,61,34,51
29,171,223,255
61,76,73,15
219,111,255,70
66,115,99,255
43,43,0,48
24,144,255,230
12,203,131,255
86,83,255,28
177,121,187,255
49,49,198,208
73,29,180,23
67,255,81,50
14,120,255,132
84,255,192,9
64,23,32,29
166,255,188,148
138,85,93,45
16,255,255,255
11,143,83,255
201,45,49,227
19,127,13,158
66,42,247,119
22,11,168,12
7,39,52,43
8,242,6,93
130,35,255,255
6,120,7,19
106,32,8,112
11,255,24,255
55,128,255,40
162,255,255,70
14,158,16,255
17,255,1,150
255,197,255,155
25,80,78,255
63,77,11,177
255,72,126,171
56,192,255,255
213,1,208,35
193,40,81,13
17,24,9,28
21,47,15,171
39,65,249,101
10,255,255,108
33,47,167,52
112,82,233,235
255,22,37,83
24,202,132,128
29,255,43,255
255,144,97,83
58,255,202,21
2,33,142,255
227,76,118,4
223,235,3,105
13,255,62,48
96,31,217,148
1,126,255,255
215,5,160,18
255,8,192,255
255,255,71,255
255,66,55,79
50,84,82,74
99,227,107,25
128,135,170,115
2,255,102,151
132,34,133,26
217,149,18,43
255,142,61,3
151,17,15,39
75,162,255,142
9,53,185,68
165,120,128,5
160,255,1,255
13,136,19,161
20,84,208,46
156,73,244,88
255,212,26,8
255,19,214,23
255,213,172,6
11,95,162,44
207,227,67,255
44,78,31,156
2,16,31,245
21,144,20,64
161,105,120,11
40,42,80,178
255,47,13,164
96,94,29,26
38,24,60,255
112,255,203,178
101,66,109,77
63,78,23,119
43,165,127,110
114,20,7,33
2,29,205,41
1,178,105,7
255,64,115,112
134,55,46,132
95,44,158,238
44,208,140,26
49,255,50,255
46,25,53,196
255,58,66,32
89,255,129,2
123,38,10,218
1,77,21,255
149,255,74,68
126,190,146,133
103,143,255,94
210,139,11,72
0,48,21,22
18,26,65,40
255,210,26,255
7,91,255,45
19,24,2,27
127,11,255,255
83,43,75,24
20,24,33,73
61,156,152,10
11,255,8,135
255,120,255,53
255,23,242,102
255,78,18,15
8,51,255,6
250,48,12,106
17,160,146,242
164,255,91,219
85,125,151,76
192,244,76,73
135,10,182,69
8,72,138,3
103,18,90,255
56,70,80,255
255,189,32,25
255,103,169,154
17,98,161,44
166,26,126,143
79,209,128,255
73,50,216,175
82,1,18,49
5,204,255,13
53,5,42,33
170,100,125,7
86,45,255,59
96,21,50,255
33,86,71,90
63,78,105,67
23,38,28,143
3,10,104,172
151,69,112,126
255,17,109,61
88,56,15,68
27,69,55,255
255,255,255,107
9,235,6,119
136,133,189,255
22,65,36,55
122,73,18,255
10,92,120,255
255,137,255,94
11,255,82,26
235,255,150,138
104,255,255,18
116,82,255,1
255,250,24,59
47,9,254,19
130,180,151,39
12,53,34,130
255,129,255,255
0,6,42,38
231,21,88,172
76,144,61,3
119,25,69,255
29,47,85,65
255,45,59,25
134,73,128,242
1,55,88,154
111,62,217,20
169,57,21,123
150,137,16,21
91,255,10,218
154,234,39,41
234,80,120,103
9,255,89,92
134,105,13,77
88,116,23,255
66,39,34,255
223,190,99,255
109,9,13,62
255,185,108,92
12,31,59,24
205,213,235,2
162,255,1,191
1,49,129,22
15,42,31,255
0,136,160,11
35,166,155,255
38,248,18,101
165,16,47,41
255,77,19,140
24,19,81,14
211,4,121,204
30,15,5,66
9,28,144,205
223,9,100,158
178,137,70,13
77,21,164,147
8,86,4,31
45,146,145,47
87,8,111,236
225,255,232,102
144,2,62,28
161,120,79,3
76,12,78,25
70,39,55,154
124,88,174,42
64,74,14,17
25,68,90,184
124,39,161,151
35,11,72,255
133,225,255,20
27,252,206,174
255,67,255,103
61,5,25,127
9,53,147,81
28,73,255,14
255,13,42,84
43,23,28,76
59,14,121,168
48,41,255,66
184,181,255,11
108,81,60,21
255,200,91,5
72,66,74,106
255,54,14,255
19,241,151,38
104,1,3,255
29,255,100,127
35,255,3,175
50,35,34,174
144,255,4,7
92,255,20,73
175,61,122,149
255,108,65,2
66,5,11,80
45,255,1,115
0,114,115,13
23,124,115,41
255,197,255,185
5,255,139,255
255,67,60,255
13,45,5,206
39,41,9,114
10,73,255,22
60,40,28,111
177,37,64,201
5,139,44,255
109,2,18,66
148,255,207,27
255,125,65,0
68,65,141,84
255,64,232,46
138,255,4,127
50,60,255,161
19,73,159,76
156,212,255,1
6,32,84,94
80,255,130,2
164,129,216,255
117,60,85,128
14,142,144,255
21,74,63,8
192,83,155,36
142,12,152,80
62,193,202,135
30,77,54,73
216,17,48,165
67,100,255,255
83,6,225,11
242,255,255,92
25,255,128,217
255,212,10,90
21,43,255,255
255,9,19,194
255,83,152,48
36,48,109,174
23,63,52,199
9,67,37,68
74,90,64,53
79,3,73,164
37,7,98,50
255,64,74,56
255,255,50,134
118,85,32,230
115,24,38,255
39,255,144,76
43,37,14,40
33,6,197,111
5,109,83,54
30,64,36,242
255,55,255,84
130,88,27,150
55,72,255,255
148,6,65,80
35,195,4,8
60,4,25,165
201,19,30,102
255,113,0,255
30,248,73,100
255,157,135,32
47,29,255,255
49,56,11,36
206,9,54,134
255,119,80,1
255,208,128,191
45,70,255,103
105,24,32,41
229,134,13,43
93,21,137,58
62,17,54,55
89,28,199,11
78,49,255,255
19,5,132,97
149,255,65,103
22,255,115,71
162,102,56,1
118,30,39,138
104,80,60,255
57,183,25,35
88,42,190,184
255,229,221,26
138,173,62,151
5,187,255,36
11,17,38,4
58,255,6,15
54,43,255,77
67,23,255,143
52,71,25,255
18,255,142,17
32,194,95,255
255,95,109,90
255,40,18,49
174,89,27,157
81,105,7,94
1,226,43,119
41,6,37,21
72,62,129,145
130,172,16,191
255,86,106,222
5,111,68,189
65,41,107,13
160,23,255,67
4,17,48,76
209,55,52,23
153,98,125,73
255,37,162,172
180,18,129,25
255,24,139,43
7,31,147,85
217,183,61,178
66,25,16,46
67,40,116,255
21,44,30,25
232,99,186,44
255,25,34,255
7,185,24,129
50,255,181,116
44,39,214,92
111,255,219,123
131,129,68,62
255,81,53,255
28,92,115,39
255,255,198,61
20,128,22,7
30,30,58,54
23,47,3,118
34,134,38,92
219,107,255,241
255,45,156,255
57,76,98,252
255,148,43,107
119,83,31,4
66,255,255,26
255,74,66,151
170,185,66,37
221,30,202,23
107,38,209,255
11,165,72,189
128,76,240,255
255,68,88,2
198,78,189,22
133,37,63,102
66,255,255,67
9,5,90,122
80,88,151,85
59,111,37,255
255,255,44,87
22,151,39,24
255,93,7,95
96,108,34,81
127,255,164,205
56,255,8,10
207,203,47,2
3,16,180,130
160,77,255,22
114,81,70,19
18,217,140,22
141,58,79,66
7,28,129,193
10,169,149,35
255,1,7,88
39,89,65,109
165,18,255,156
75,26,37,34
102,75,107,223
11,45,181,180
230,244,12,47
78,194,255,255
7,128,214,62
29,56,26,255
166,10,150,42
17,143,41,1
39,33,17,255
65,75,53,201
203,26,165,75
255,134,44,23
243,139,42,56
79,106,58,97
153,162,49,214
39,7,34,152
65,110,38,34
80,19,96,197
164,19,165,24
33,60,70,132
16,255,150,4
168,5,66,47
255,31,52,3
83,27,86,11
255,60,255,197
34,149,178,164
40,23,1,147
23,164,67,25
20,120,91,9
255,155,0,93
45,108,39,82
145,108,26,11
62,255,19,20
109,63,212,36
117,129,232,129
255,255,11,22
105,56,23,150
211,10,255,5
192,6,70,7
96,35,179,0
118,27,201,98
69,91,98,1
255,171,30,76
64,53,85,68
63,89,195,98
170,15,12,78
175,231,255,137
9,49,43,140
79,49,255,162
139,243,114,20
22,255,17,48
146,18,187,21
255,86,255,232
8,190,15,52
60,55,12,34
255,16,14,255
252,1,30,118
107,23,139,29
32,60,41,163
75,255,131,248
49,59,48,39
32,255,227,75
45,90,61,1
13,68,133,62
29,174,69,130
75,255,10,69
232,91,255,239
131,15,58,110
2,25,68,24
2,18,255,209
76,17,120,52
223,229,172,255
26,185,255,148
74,255,213,224
81,123,100,30
236,36,25,196
97,61,6,5
255,29,188,219
36,255,255,163
63,27,67,255
26,255,160,1
14,31,67,15
255,255,255,25
107,159,187,17
213,139,221,4
54,255,143,157
85,80,114,39
138,64,108,50
78,246,120,0
255,158,60,81
128,166,132,13
76,35,255,58
8,31,48,184
150,197,130,255
26,9,47,255
55,230,129,77
77,120,201,171
128,93,18,43
29,172,43,127
103,93,132,255
215,4,63,57
208,116,98,255
60,176,20,74
114,71,120,255
67,235,82,255
54,156,208,255
15,118,131,71
28,108,187,0
51,255,44,21
46,230,36,211
116,3,75,162
26,110,129,154
74,101,3,174
42,199,28,24
22,77,127,99
28,42,155,62
42,188,5,7
35,21,99,207
106,7,26,106
15,255,68,22
24,18,26,255
255,19,255,107
255,13,91,145
16,28,124,8
14,77,255,255
40,255,53,58
163,252,82,5
7,73,125,140
169,203,114,97
137,238,110,255
51,70,10,131
128,255,106,255
198,23,115,16
9,255,255,100
15,255,156,255
42,47,32,35
0,75,111,173
21,15,116,21
129,124,77,34
202,44,13,62
68,255,79,17
162,128,57,214
3,106,234,8
130,152,107,5
12,75,177,255
101,255,27,255
176,111,47,69
100,76,112,127
96,203,58,98
227,53,17,129
255,57,138,255
217,17,255,35
255,68,98,86
8,255,59,108
255,208,148,121
222,138,59,255
255,96,255,67
255,201,39,82
226,20,255,255
41,255,255,20
25,60,142,255
99,134,17,255
33,141,255,1
255,33,70,226
33,5,128,49
99,255,197,118
191,4,46,67
55,42,88,39
33,255,0,26
173,176,59,79
183,4,255,227
203,27,108,0
115,55,19,25
74,18,44,93
87,255,77,225
171,75,255,43
11,94,130,255
2,255,56,142
140,56,255,95
255,41,69,115
129,21,255,255
24,10,99,35
43,164,9,255
119,239,109,0
36,164,68,53
124,103,0,10
61,58,111,63
14,42,227,198
18,73,82,14
45,71,7,32
48,195,160,47
55,132,56,203
158,255,7,120
34,62,85,19
64,181,17,162
152,97,245,213
162,85,82,180
17,10,255,13
15,2,113,133
17,13,125,53
39,70,182,110
255,74,189,28
236,43,66,223
128,59,108,225
30,11,108,48
255,61,81,189
61,4,255,119
255,41,139,198
77,27,127,255
37,255,31,94
11,107,37,68
0,16,183,23
51,89,16,43
255,39,21,25
96,54,157,46
255,231,133,32
52,33,77,188
255,135,131,84
142,116,195,255
23,85,103,22
80,21,255,49
43,125,30,49
69,27,84,0
198,109,106,46
118,241,27,255
32,131,255,40
111,4,105,22
165,18,18,118
43,44,43,165
33,187,87,3
11,255,37,90
29,9,136,9
42,44,77,149
89,126,240,30
7,12,152,115
48,98,125,249
1,31,70,120
247,27,2,3
199,33,23,225
182,105,230,17
156,29,18,34
112,6,84,255
10,121,198,255
13,40,255,86
158,255,106,54
102,21,255,32
4,95,68,5
198,1,20,0
69,33,49,14
10,113,255,65
41,91,61,126
178,107,179,145
22,255,79,162
255,255,255,21
134,253,251,112
255,8,255,113
42,213,255,255
255,62,132,2
7,255,51,255
214,6,255,245
255,28,10,57
242,123,196,138
236,77,222,65
34,129,9,155
146,187,255,109
171,162,13,25
27,255,255,25
186,93,57,255
192,30,161,14
255,255,83,75
10,192,182,55
48,59,141,191
87,81,255,103
1,23,8,9
156,25,61,30
188,62,139,181
180,60,8,255
41,139,11,27
236,14,136,92
220,13,110,255
5,123,5,75
68,35,150,135
51,113,221,41
42,255,23,55
15,255,49,206
206,203,50,44
55,255,255,28
95,125,122,13
255,209,57,95
255,255,189,69
66,39,85,120
10,111,2,8
3,255,89,47
23,41,255,18
23,144,15,1
56,255,41,89
45,62,255,10
49,130,133,14
255,197,25,211
20,28,0,16
39,33,18,255
223,84,159,40
231,114,255,90
96,255,175,134
232,11,40,67
25,127,40,255
42,111,70,12
227,56,107,255
12,203,62,23
255,3,12,46
54,20,121,255
167,203,116,183
172,13,255,255
1,40,10,31
47,6,51,63
89,67,42,81
13,37,49,75
11,63,101,73
9,10,255,135
43,255,32,134
255,46,147,125
36,2,137,84
7,12,61,94
121,16,151,125
144,64,137,25
77,93,134,68
79,22,65,57
20,154,88,255
103,255,96,10
8,51,33,255
40,105,255,168
87,23,217,255
190,71,138,29
23,226,3,155
243,50,255,84
30,146,184,68
65,101,255,13
151,17,150,115
89,59,235,152
157,101,16,34
29,236,255,86
64,115,49,48
69,227,52,78
159,110,184,141
91,34,255,255
70,52,89,255
64,255,41,187
255,255,255,45
45,61,122,31
195,1,99,10
1,255,227,15
212,29,255,2
239,54,10,149
208,61,80,255
30,255,46,42
170,255,169,58
99,17,26,37
255,26,65,23
106,7,152,52
253,11,135,255
255,189,33,104
0,11,30,255
143,27,233,185
20,49,33,255
140,54,255,35
156,67,255,19
91,61,73,163
4,158,68,33
122,33,157,112
230,37,142,189
48,133,47,255
113,49,29,31
49,255,255,145
195,53,11,29
23,52,255,186
149,26,145,253
14,7,215,172
255,218,65,124
70,53,92,140
15,35,25,48
150,114,40,97
29,6,125,255
74,25,6,92
144,197,237,134
255,169,255,59
12,116,255,72
73,22,255,208
255,255,206,15
8,140,104,38
225,115,255,182
54,255,255,2
86,255,151,61
43,10,216,36
25,255,108,19
5,73,157,117
39,73,103,114
89,72,47,71
85,102,174,255
176,24,65,95
97,88,64,255
212,27,12,55
170,105,194,26
96,6,60,27
255,214,31,50
47,89,134,47
85,255,211,89
109,36,86,234
162,4,254,245
88,255,0,222
52,63,22,48
97,143,80,4
47,22,59,86
26,44,38,145
55,68,81,3
80,16,20,140
19,75,5,103
18,59,255,224
221,114,110,248
255,70,149,41
12,28,168,255
135,22,3,110
255,109,171,130
255,6,200,18
6,5,40,3
255,255,96,40
131,26,183,44
125,15,4,255
36,56,255,90
255,5,38,255
255,255,63,1
255,93,74,47
255,40,255,54
227,254,255,178
125,145,83,122
144,22,27,19
118,176,253,255
42,4,112,44
110,41,40,149
0,85,255,0
255,25,72,113
255,104,5,0
34,221,57,28
242,45,152,119
140,119,132,48
41,121,10,88
83,25,215,14
255,43,28,2
192,18,38,39
186,66,69,57
1,16,44,66
1,79,65,255
153,26,24,255
196,82,255,193
27,30,21,105
25,253,172,38
28,40,0,58
58,136,22,23
173,133,39,134
188,255,29,59
46,2,96,179
10,4,72,99
109,1,15,105
198,139,255,50
13,255,255,255
19,8,39,209
141,255,187,198
31,204,12,28
41,7,200,92
29,98,83,148
202,105,82,53
74,53,9,132
28,55,90,235
80,131,71,0
13,173,22,28
52,160,2,4
26,48,62,255
255,59,50,176
31,255,20,39
23,253,28,242
183,10,66,61
97,115,35,87
136,69,131,84
96,108,54,122
14,15,82,255
104,106,127,255
16,23,255,69
62,255,128,55
38,40,255,22
255,28,219,140
164,86,137,255
139,40,94,110
68,15,235,57
49,85,234,6
255,110,134,18
22,31,16,54
9,111,255,195
255,255,53,255
109,2,59,114
136,195,254,123
16,117,253,49
64,37,60,47
49,1,19,20
87,52,46,169
60,162,203,85
14,17,59,19
6,20,144,91
2,175,0,97
9,106,245,3
132,42,50,51
89,255,113,96
150,163,129,35
67,34,95,253
168,140,196,255
184,19,112,17
52,255,113,16
13,43,25,136
85,189,211,38
64,45,51,253
79,255,255,125
183,0,52,148
0,80,255,5
188,27,33,95
72,70,68,47
15,40,89,17
83,255,161,255
91,47,63,71
35,220,47,75
24,40,255,25
4,198,68,255
216,3,113,255
97,255,11,60
175,61,126,255
38,230,255,37
174,25,255,82
53,112,20,21
191,218,70,51
56,120,133,255
65,255,123,41
172,83,7,108
111,255,103,94
54,21,22,161
254,87,124,255
140,255,12,27
36,189,4,58
154,159,142,48
30,41,129,62
61,255,162,29
140,131,83,255
130,66,246,25
45,255,61,97
255,179,234,62
106,9,41,109
255,126,70,24
190,67,58,194
98,255,255,158
255,255,133,85
82,255,255,255
86,255,46,142
255,255,8,250
161,39,9,46
8,39,14,255
41,81,8,20
20,255,80,188
255,255,6,105
33,188,15,83
97,55,58,24
46,42,255,255
6,184,255,29
15,59,255,69
37,7,123,158
127,41,111,54
73,255,49,79
7,5,255,211
76,51,52,59
65,53,78,61
32,3,10,167
116,125,18,38
5,255,129,255
57,59,255,73
90,187,247,52
255,255,117,31
125,255,176,255
108,31,117,37
55,4,37,224
127,27,44,93
55,47,12,51
208,52,105,255
104,243,71,12
22,19,139,181
122,156,8,4
41,135,164,150
255,255,31,126
209,23,15,255
68,255,17,40
126,179,113,3
49,255,53,20
15,26,255,255
255,96,255,255
101,37,203,77
38,40,148,7
17,38,95,40
98,255,28,7
255,202,102,211
115,133,152,189
51,229,104,152
255,88,47,55
87,69,183,255
9,255,203,194
77,34,49,255
69,3,255,71
173,154,98,93
38,255,171,13
116,45,4,91
31,255,1,86
24,26,27,218
44,186,15,111
32,40,35,45
65,65,134,40
26,218,127,116
181,132,140,10
62,205,13,28
104,61,34,15
255,182,184,88
0,255,24,66
255,244,29,24
55,71,26,148
14,35,35,98
146,80,123,47
235,3,12,21
79,107,140,117
255,134,10,52
71,255,251,255
45,127,1,32
66,85,42,19
88,18,60,85
6,12,4,55
83,29,188,94
44,38,34,22
255,255,48,59
208,255,10,15
255,255,84,89
188,135,40,137
