f1,f2,f3,f4
171,77,32,54
65,183,135,195
84,168,38,65
60,156,59,0
213,174,141,61
208,75,213,88
78,137,88,86
46,91,184,149
234,140,215,94
195,0,56,56
200,155,255,173
101,156,43,50
203,41,61,35
251,110,225,85
92,181,167,226
60,139,32,35
255,93,253,53
146,179,109,81
255,114,185,92
187,154,251,47
117,126,178,200
187,127,255,113
181,122,186,122
215,24,48,31
64,168,107,173
247,131,255,63
136,189,25,70
170,82,0,33
27,111,203,185
115,153,54,66
98,157,37,115
216,211,229,68
135,167,74,2
180,108,83,54
227,156,230,85
105,159,24,44
28,69,202,230
164,181,53,66
12,148,147,219
173,148,255,74
230,118,216,95
169,58,6,57
93,171,23,45
110,148,50,50
207,40,17,52
215,146,215,46
203,31,16,57
161,139,33,57
254,161,188,104
234,136,254,98
202,45,19,19
168,183,255,83
244,115,232,99
0,82,201,189
249,123,229,129
58,188,76,33
219,40,0,0
192,145,163,56
54,167,77,41
177,20,30,0
86,199,92,73
96,211,5,0
213,45,27,44
140,64,242,154
227,46,0,38
22,117,161,188
109,147,58,32
48,223,70,51
200,41,44,0
67,189,118,93
206,179,231,57
24,118,213,186
158,26,30,57
219,19,49,0
229,12,1,18
94,159,20,87
166,149,18,46
60,104,212,162
162,8,0,49
200,137,193,123
158,189,64,48
188,58,9,37
215,126,237,147
115,168,30,0
69,168,45,14
29,140,125,139
235,47,55,7
146,152,203,71
109,160,102,36
255,89,144,89
122,71,23,42
223,70,40,40
186,39,61,2
189,0,39,0
225,0,4,49
46,108,168,168
73,134,102,171
142,222,61,29
175,57,0,54
200,48,24,17
42,122,119,166
22,123,125,237
104,240,0,113
174,52,98,46
145,135,73,90
173,147,170,93
138,154,129,43
219,10,0,19
217,10,28,10
141,137,0,86
239,54,42,50
203,140,255,132
87,215,55,89
216,39,25,0
67,236,29,33
112,81,255,94
199,27,22,0
49,103,154,170
201,0,31,48
64,154,110,237
129,22,32,60
148,178,110,26
215,135,205,79
255,57,49,35
165,175,245,120
139,155,27,107
103,169,38,6
239,38,39,25
26,152,157,202
221,60,0,66
16,97,176,173
214,47,42,59
202,50,0,0
255,134,255,141
240,181,255,106
165,159,56,81
242,157,191,120
108,146,97,56
69,137,134,204
48,119,131,182
198,69,3,45
76,219,46,96
203,0,62,69
232,158,228,80
211,0,1,50
59,102,203,207
86,131,117,218
29,125,146,211
63,160,150,184
251,120,255,94
242,77,223,77
121,97,102,31
252,5,0,0
19,128,133,170
103,132,110,55
217,201,235,97
188,172,221,59
217,11,13,55
221,121,201,80
172,147,163,74
216,158,251,128
32,137,204,145
51,134,199,137
26,155,159,203
255,32,43,27
73,94,174,161
44,118,196,255
134,227,44,44
175,18,39,40
28,94,187,201
208,64,0,62
42,87,178,166
255,113,232,96
179,8,0,8
149,198,51,49
215,132,255,123
57,151,128,201
228,159,238,99
172,48,0,12
197,44,61,0
55,126,150,226
255,161,225,23
224,0,33,138
140,224,31,39
135,149,77,60
34,77,102,216
217,38,6,7
76,174,46,80
211,160,185,57
128,151,73,80
167,198,255,129
172,253,79,63
164,15,33,44
87,195,9,41
218,123,222,96
130,40,6,87
106,180,27,40
239,145,221,82
110,104,99,190
83,174,142,193
210,38,0,46
147,224,58,42
31,136,234,246
210,155,208,116
227,141,233,72
224,166,246,70
222,140,199,71
235,131,204,98
30,104,114,177
230,162,224,96
227,68,0,43
182,38,18,0
4,118,142,197
139,129,158,246
96,173,0,87
217,59,0,37
137,143,85,5
108,199,15,51
49,145,155,152
199,96,38,0
98,145,44,49
170,23,25,34
208,11,76,11
105,153,150,184
196,181,209,157
127,157,54,51
226,148,248,99
45,118,208,161
155,183,43,57
31,147,3,32
186,68,16,72
68,154,113,190
134,167,40,32
79,123,163,191
179,19,63,52
118,195,82,59
128,177,18,38
203,58,30,3
243,119,247,70
185,124,236,74
91,200,56,57
182,167,255,178
87,129,63,14
89,74,154,230
36,131,217,198
122,197,0,98
194,39,0,0
193,70,10,0
217,146,244,79
224,0,0,27
169,173,198,78
133,147,202,75
221,60,43,98
195,0,36,26
213,22,5,6
202,103,202,88
146,6,28,59
177,34,14,76
27,94,151,129
59,168,147,187
155,32,37,0
211,28,9,24
81,127,172,168
212,57,0,69
118,12,33,51
212,216,198,63
66,150,118,155
38,120,180,101
109,184,0,41
180,167,226,80
16,192,101,213
56,155,123,181
212,120,255,149
203,62,0,37
113,154,36,57
254,145,244,124
252,119,239,124
194,0,7,50
31,166,141,197
53,141,125,161
54,180,81,43
70,119,146,255
198,146,189,104
156,200,88,108
213,146,211,96
149,35,0,35
181,102,198,42
127,109,28,103
215,99,255,98
189,68,23,32
78,100,105,178
116,193,229,123
103,119,137,225
242,61,98,26
228,72,17,41
229,212,229,90
213,130,231,54
228,110,255,114
85,160,177,255
51,126,178,154
31,107,187,197
92,189,153,177
189,65,13,39
128,158,83,87
121,168,47,0
223,203,207,63
191,142,255,125
213,187,229,123
255,136,255,113
81,176,71,60
161,137,26,77
189,140,233,68
226,153,242,58
255,186,255,157
116,92,58,63
50,129,134,215
191,37,10,46
211,170,222,93
228,108,191,72
68,160,1,20
241,183,240,113
189,75,17,80
166,164,103,104
152,22,33,52
204,0,0,8
26,178,153,158
0,157,145,150
25,187,184,221
251,59,59,39
55,166,166,174
47,123,225,246
8,136,147,175
124,193,78,105
110,182,7,73
176,33,27,52
143,155,2,105
225,51,11,108
40,196,141,180
0,53,75,236
216,74,0,0
231,95,29,17
176,27,46,0
252,104,210,128
224,117,255,71
91,145,141,214
136,128,47,98
109,180,88,85
214,56,53,58
18,146,152,192
175,0,97,100
128,145,67,92
247,151,255,133
87,188,62,96
190,172,201,92
39,147,155,255
101,151,46,18
109,186,142,161
42,63,151,131
180,77,12,71
255,136,172,57
76,185,49,95
118,119,93,0
190,0,42,12
79,255,58,5
248,177,219,75
202,75,166,32
13,155,138,167
197,33,15,33
106,199,45,62
115,185,44,70
246,117,157,66
232,158,232,86
254,37,81,58
132,168,0,89
80,134,182,185
46,83,129,156
232,0,49,95
203,189,235,69
215,99,187,133
201,225,227,78
255,141,174,142
81,152,60,63
107,120,74,94
50,132,189,155
11,153,136,147
138,0,65,72
166,134,236,108
33,87,175,205
59,153,189,179
174,35,9,35
74,159,58,81
44,120,126,182
106,179,62,89
104,175,25,26
183,140,214,38
197,3,0,90
211,62,53,71
100,150,83,45
181,36,0,18
141,187,69,73
18,177,129,226
44,85,159,148
156,15,35,88
221,152,219,62
250,61,46,77
124,165,56,72
22,95,140,174
254,160,245,25
0,167,117,184
187,142,249,98
104,170,41,73
139,10,0,48
185,21,50,32
141,171,0,47
32,127,173,177
236,134,247,60
126,141,101,68
194,87,0,93
185,7,5,60
44,129,208,162
29,167,98,181
240,85,12,7
72,147,139,162
208,151,185,66
255,138,251,72
166,0,39,62
59,110,120,123
130,81,172,191
200,140,238,77
68,150,98,14
187,0,2,71
37,159,136,203
153,33,0,44
105,135,111,184
235,7,20,3
115,199,24,63
84,169,47,55
52,170,154,176
129,175,21,85
203,95,0,28
187,15,0,59
169,6,12,0
213,95,242,79
242,108,182,58
29,163,66,0
5,87,188,141
66,115,186,198
138,183,44,25
215,115,195,119
74,182,54,44
149,186,57,65
16,125,194,196
186,0,37,24
219,75,239,126
255,107,255,119
33,167,191,189
200,65,35,11
200,141,237,63
56,126,110,140
211,31,14,69
80,158,142,213
228,21,90,0
243,193,231,49
92,202,44,71
182,81,77,60
156,134,201,163
0,140,119,159
76,143,155,255
0,155,134,243
194,149,183,135
80,131,149,139
213,2,7,39
182,172,92,9
79,188,208,205
157,177,109,19
109,110,45,78
125,150,67,72
204,0,0,122
202,159,255,148
119,211,41,57
78,163,81,19
95,136,30,51
102,154,196,175
38,136,193,200
211,39,49,7
45,128,136,178
151,42,0,49
19,159,139,201
25,148,175,187
99,178,45,7
224,31,23,31
95,208,47,15
90,155,72,14
249,73,63,2
214,200,247,86
188,71,12,55
183,61,31,50
41,80,104,198
235,138,187,137
42,104,117,174
192,8,58,53
74,133,135,193
236,170,222,128
255,199,232,63
149,158,57,0
255,23,58,54
44,151,160,195
236,41,59,56
108,143,170,176
62,196,104,86
237,93,16,0
141,249,0,61
188,143,226,43
7,128,132,174
53,218,49,78
176,49,79,33
91,137,108,169
96,195,68,135
175,15,62,70
24,167,183,153
207,89,19,42
48,118,50,149
48,134,170,198
232,112,235,103
247,140,255,71
167,101,183,127
129,213,102,31
117,203,28,78
79,185,101,123
128,188,7,68
46,164,137,169
47,165,28,67
18,151,146,208
86,122,17,140
19,59,71,168
57,187,63,38
153,155,250,118
128,39,2,45
0,158,151,152
158,170,76,70
74,159,28,78
16,118,138,196
165,18,0,20
87,168,37,114
29,159,230,164
73,128,134,155
204,108,207,152
113,182,21,128
238,128,227,129
40,167,43,108
218,154,212,71
96,158,171,223
1,208,166,150
104,159,68,51
56,157,48,80
107,191,34,35
13,128,162,170
38,151,129,154
31,148,154,166
210,134,184,97
123,192,21,22
117,132,8,51
109,140,58,86
59,149,168,174
184,46,7,55
70,170,42,39
90,132,127,184
57,101,132,127
83,225,26,11
250,4,45,60
241,163,222,75
236,121,234,66
230,134,171,193
216,44,37,83
216,79,38,6
47,167,180,148
176,113,228,120
87,255,16,117
44,122,192,195
136,182,35,50
195,73,32,0
188,170,206,98
68,185,82,81
85,223,49,64
225,180,188,62
202,106,243,95
116,189,90,82
64,111,145,178
216,54,43,53
184,124,176,66
200,128,249,102
12,155,162,218
60,157,168,255
255,151,197,119
166,163,213,102
152,43,24,56
80,141,76,77
212,112,198,103
95,202,33,69
69,125,169,159
39,103,184,255
170,87,8,84
231,159,255,48
58,103,151,212
133,125,161,229
209,19,0,33
114,173,84,88
220,59,29,74
68,87,133,202
0,174,172,249
41,143,166,228
147,67,14,84
197,41,57,58
120,165,69,104
127,213,75,38
198,30,19,60
202,141,255,77
204,73,12,10
237,113,30,37
107,170,26,3
73,167,173,167
213,150,174,89
108,165,101,2
65,127,84,91
53,178,55,59
215,113,237,153
236,153,255,119
255,144,255,95
203,56,25,38
162,32,26,85
97,199,48,78
240,151,217,36
196,51,8,21
251,169,232,122
251,133,215,101
224,194,255,69
192,0,56,69
138,181,54,27
255,113,166,87
113,188,80,118
216,54,0,20
171,71,62,61
78,194,109,89
180,59,67,0
122,123,158,82
0,194,135,213
93,160,36,45
212,152,208,86
117,229,34,83
129,0,33,13
184,47,44,23
195,12,32,64
19,146,122,255
193,78,43,40
87,204,78,90
100,107,154,219
195,14,19,41
116,187,57,53
95,159,82,41
114,141,3,64
163,185,108,42
178,94,199,108
75,155,153,211
27,69,163,255
108,183,52,78
185,0,15,49
58,211,169,213
186,0,41,0
156,173,30,2
242,40,0,18
129,205,93,48
81,127,151,209
163,72,46,59
94,196,15,95
163,9,28,0
105,185,50,39
19,163,146,234
189,129,172,136
144,139,69,44
96,89,149,217
170,108,255,90
176,126,249,126
65,203,46,65
48,150,151,150
183,54,8,17
112,180,158,202
219,20,30,59
255,127,250,26
231,13,38,23
179,51,230,128
136,202,59,0
214,106,216,110
239,72,37,51
239,2,58,50
124,217,70,88
212,6,35,23
131,161,70,28
0,154,104,208
39,122,167,229
100,161,56,42
136,141,47,54
153,182,34,88
240,134,223,66
66,124,155,136
50,121,98,167
120,159,11,26
222,29,0,2
191,94,241,69
139,154,79,31
20,156,154,177
112,230,0,97
236,171,167,130
23,109,188,187
231,97,254,103
198,217,247,58
201,129,233,32
232,28,48,68
216,68,8,0
208,0,67,28
208,167,244,101
134,183,62,85
93,153,90,42
78,189,80,84
208,159,255,146
186,160,214,57
206,133,233,28
225,183,213,89
104,176,51,27
68,86,157,238
120,190,9,34
243,131,203,151
246,108,255,143
115,171,77,67
230,106,255,45
153,131,44,26
210,116,219,95
240,94,233,114
197,131,154,103
62,164,61,71
26,130,187,178
126,120,9,90
26,196,187,176
0,127,209,228
5,125,93,223
188,61,56,108
159,53,0,7
214,51,53,41
204,93,225,115
55,151,121,161
191,141,197,136
199,174,216,94
19,168,181,221
245,157,232,66
228,11,23,40
222,61,46,26
186,25,1,50
86,140,157,191
204,7,49,4
182,167,229,118
202,56,0,33
153,72,0,10
20,108,235,182
193,150,17,11
223,129,189,88
111,148,58,34
0,73,100,212
4,194,185,191
90,136,183,191
123,144,108,51
42,206,44,74
157,115,241,47
166,0,0,83
183,44,63,43
218,7,25,47
64,138,45,129
116,117,64,60
55,106,179,221
213,44,21,63
226,155,216,49
69,138,113,145
255,71,22,41
163,6,61,0
0,191,149,205
137,179,36,23
156,15,0,103
238,30,5,61
21,120,113,160
158,0,0,0
177,41,23,56
192,22,47,0
144,132,41,58
211,122,192,67
60,157,173,192
255,144,209,77
60,126,193,135
220,138,228,77
16,174,129,171
175,67,0,70
204,0,34,65
214,28,36,48
4,167,140,212
86,195,66,62
255,138,255,72
201,69,9,0
255,117,240,49
220,184,202,66
125,69,14,54
181,0,0,59
45,157,212,234
199,95,38,39
142,133,80,52
217,87,55,25
125,196,68,62
99,190,87,48
245,15,0,6
196,80,43,58
46,122,172,217
125,199,75,103
109,113,134,190
150,189,85,75
33,126,139,36
120,142,111,50
169,2,61,21
78,121,122,200
93,206,64,23
203,58,32,45
137,196,226,43
237,128,220,95
73,79,119,221
103,139,198,156
44,192,174,119
56,95,193,177
200,188,233,64
176,75,7,43
84,194,143,215
125,179,33,39
141,36,35,0
42,156,173,158
112,189,33,26
107,183,41,60
143,129,37,24
118,194,49,58
0,131,213,130
200,17,21,33
208,163,236,112
125,174,40,62
207,46,0,0
212,13,0,38
201,112,174,99
160,123,50,15
161,65,43,28
84,122,26,57
255,140,235,99
188,60,26,0
31,148,126,164
117,122,88,0
97,146,104,74
189,50,13,49
47,144,159,209
0,64,91,234
83,168,136,182
223,0,26,27
25,217,177,227
231,24,8,59
245,183,213,130
59,99,162,202
253,154,199,95
227,32,17,80
83,189,94,29
213,170,255,94
120,195,28,53
216,28,0,23
139,44,0,56
221,154,249,118
15,135,194,118
77,145,145,152
220,12,18,19
37,99,167,137
97,147,69,51
214,193,255,70
7,105,141,155
192,153,201,81
23,126,158,192
78,151,45,83
174,140,255,46
234,172,243,116
77,138,142,164
152,19,0,24
90,93,155,201
218,12,0,61
200,38,0,7
81,152,153,184
73,180,63,16
255,142,226,53
71,129,158,197
255,181,224,71
63,89,200,142
144,246,47,60
228,181,240,128
73,150,55,65
220,18,0,64
215,153,214,67
200,48,40,43
142,145,81,38
35,129,171,153
188,25,47,0
239,107,175,53
76,168,125,173
187,112,131,81
162,134,44,0
21,126,137,245
216,169,231,90
138,126,23,29
190,144,255,82
40,143,163,185
249,73,0,29
104,179,18,58
167,145,48,0
62,216,52,42
140,3,30,33
184,132,255,106
127,184,69,91
211,21,7,41
80,163,77,64
205,42,0,53
171,66,30,34
217,38,15,45
133,149,75,65
67,120,143,173
0,91,195,182
125,167,71,26
255,23,45,50
101,114,65,45
175,33,6,125
62,131,190,255
195,199,7,0
149,84,185,95
44,130,28,93
238,63,37,78
188,26,57,0
187,134,255,82
155,167,38,128
199,88,35,0
176,194,35,92
75,182,196,255
75,233,62,76
112,162,66,7
126,221,63,64
180,164,224,85
30,123,163,166
255,122,255,75
140,50,47,0
255,107,235,62
114,153,143,196
233,152,231,111
110,162,102,77
194,124,200,107
145,126,128,98
103,130,8,73
46,183,0,7
191,146,203,95
223,0,53,25
59,127,123,216
136,174,35,99
198,110,252,147
192,104,255,157
188,28,43,20
53,120,229,170
207,68,23,80
64,140,169,198
135,164,102,64
226,181,234,84
255,83,41,34
181,115,64,25
236,171,250,88
111,204,66,35
190,10,44,0
158,96,255,124
102,178,50,132
246,126,188,78
142,178,81,17
197,158,183,124
241,199,244,79
89,151,68,62
62,227,33,57
170,34,51,52
191,176,255,103
255,136,255,74
14,153,195,200
207,21,24,45
151,0,36,7
222,155,232,92
99,179,45,53
0,149,172,175
128,137,61,35
101,144,144,218
84,182,45,57
167,64,0,90
230,123,145,126
213,163,255,64
214,206,215,28
205,169,215,100
222,104,205,65
6,118,171,148
232,138,215,123
255,84,26,2
101,105,138,237
90,156,112,37
189,26,31,0
0,138,173,193
243,18,0,45
101,162,57,95
248,135,202,39
18,120,141,174
90,200,72,12
44,139,185,186
51,124,194,205
131,34,0,26
176,84,45,42
73,159,163,214
237,26,40,0
184,3,53,53
226,172,238,63
74,120,199,221
156,156,67,0
243,122,221,109
222,36,7,0
27,135,178,201
89,176,36,68
120,184,59,24
188,15,24,39
44,133,135,200
234,156,225,74
253,104,238,112
146,151,0,97
160,179,250,55
112,26,12,0
111,213,75,41
82,164,88,42
32,157,137,163
89,151,193,208
127,219,60,57
56,122,187,216
41,135,177,186
215,51,0,54
207,36,12,29
214,143,255,51
178,48,62,15
167,217,114,80
209,163,193,93
96,217,0,73
111,196,131,116
177,0,1,7
4,127,171,176
205,81,206,112
230,170,234,87
21,127,118,168
226,223,255,17
253,100,234,111
21,112,145,169
118,202,25,46
253,80,36,72
166,93,215,107
201,158,202,92
241,115,244,99
45,114,109,149
173,125,201,100
99,198,27,99
49,97,195,215
92,102,28,39
53,204,87,44
255,172,230,138
107,168,72,65
157,61,69,42
91,122,189,203
242,137,226,157
54,104,207,158
72,122,40,40
255,124,206,159
201,151,231,89
195,0,0,0
37,197,161,129
46,190,188,255
202,35,84,7
43,168,111,101
58,135,140,185
83,136,70,72
84,128,244,156
110,140,12,61
206,3,40,73
175,111,211,126
205,182,206,108
101,141,68,10
187,74,25,100
167,74,0,34
230,24,77,40
192,144,233,134
242,109,255,83
243,76,30,125
174,43,4,69
228,158,236,99
215,149,241,42
180,149,247,115
11,144,189,131
76,117,105,181
0,172,93,172
142,94,0,50
187,25,31,89
96,105,123,151
115,16,30,0
223,65,85,46
46,112,162,204
78,213,107,84
26,117,103,171
19,168,122,168
149,43,0,9
105,215,27,58
28,145,175,197
61,102,141,190
24,89,164,254
83,145,0,114
238,70,234,67
113,180,66,76
151,53,31,2
216,51,4,83
109,157,31,0
189,62,51,59
218,99,244,26
62,162,64,96
232,95,14,49
99,146,66,76
56,139,93,62
23,85,150,186
169,237,74,19
192,112,230,87
135,176,94,33
133,197,36,60
61,205,62,105
207,152,229,78
255,98,255,97
51,172,191,185
59,143,168,186
164,54,9,0
36,100,235,195
171,0,0,0
108,145,93,109
126,23,15,86
159,203,58,114
69,149,190,133
188,0,30,0
82,62,93,206
203,0,74,44
28,149,169,234
215,108,255,52
24,125,207,211
162,29,0,125
251,103,235,94
84,205,30,30
137,173,0,13
119,206,24,14
126,214,93,0
32,191,143,180
120,102,40,95
125,183,25,105
52,124,178,220
52,138,134,217
0,222,185,183
170,13,11,0
104,104,47,69
54,168,131,173
103,127,102,51
162,25,21,46
184,56,0,12
0,139,110,197
202,160,225,113
43,97,119,206
54,133,185,210
90,174,44,18
246,126,225,157
117,159,41,40
255,162,255,101
38,142,72,184
80,169,192,137
64,190,0,19
229,134,197,84
50,114,131,135
69,176,133,170
97,148,48,47
58,139,185,171
77,145,25,69
185,34,44,0
40,81,180,239
245,239,255,124
57,150,173,131
94,150,32,56
98,185,24,0
179,33,0,38
13,155,156,164
184,37,18,13
141,172,42,75
255,152,200,64
183,161,249,71
66,95,82,180
48,193,8,80
81,168,48,38
35,173,169,161
122,189,1,105
18,141,142,151
172,165,177,52
55,158,116,200
210,26,29,45
237,63,32,52
80,234,77,40
205,35,1,62
142,0,39,65
101,180,171,156
228,126,188,144
250,152,227,79
91,102,156,232
177,173,232,88
201,41,0,63
151,26,33,64
104,143,47,55
155,214,88,61
104,174,86,19
170,7,0,25
50,141,114,212
33,148,144,147
20,172,193,139
84,207,95,90
203,128,201,12
195,142,241,102
171,0,55,51
149,117,82,65
166,13,74,44
185,196,237,67
101,153,29,76
88,155,26,53
242,147,218,156
107,176,89,3
64,146,144,200
135,152,51,57
151,186,51,8
193,38,41,10
9,181,124,153
95,176,113,226
147,230,64,76
236,55,16,42
207,144,249,98
145,22,0,57
236,163,202,108
175,59,18,42
129,152,53,0
26,180,187,179
226,106,234,77
195,0,7,55
213,135,246,57
98,149,26,51
173,109,214,107
244,171,240,125
12,135,185,133
223,103,219,93
227,137,241,101
68,99,135,185
181,8,27,47
206,147,228,114
141,137,83,42
122,192,70,64
245,158,219,106
15,139,148,185
105,164,44,73
30,148,236,222
255,164,243,86
145,75,255,47
191,170,215,142
64,240,38,27
114,190,38,62
255,159,229,89
90,143,59,89
211,104,163,5
216,10,27,43
90,164,106,144
216,155,177,20
42,175,56,58
189,34,71,64
145,190,76,51
9,139,150,215
86,167,64,99
255,153,255,95
161,4,38,61
101,144,59,40
163,56,38,69
125,152,29,93
195,8,22,64
217,124,6,49
162,32,13,4
166,232,41,49
89,194,86,52
200,14,0,0
187,31,77,0
207,34,51,54
92,228,73,38
162,0,2,68
106,194,78,53
255,108,252,102
223,166,247,69
198,66,17,46
46,187,63,81
89,144,94,7
15,100,194,189
151,29,0,53
210,150,215,115
85,206,61,56
163,0,0,17
88,189,67,28
137,184,46,87
199,136,218,59
44,137,150,191
182,86,254,94
143,108,54,37
88,112,157,196
253,64,0,55
40,168,155,232
246,0,33,56
219,141,255,47
109,127,187,225
50,229,144,220
229,123,226,137
176,66,65,61
203,110,225,89
162,22,0,35
144,190,22,19
42,122,122,180
48,93,105,240
97,124,166,184
104,177,59,39
247,156,230,104
222,14,0,40
44,210,161,240
185,89,49,6
129,141,95,66
52,176,68,60
41,147,180,199
109,207,0,84
192,114,215,61
195,0,37,83
162,34,0,69
119,205,89,15
53,140,198,147
63,153,131,211
187,89,8,72
218,132,229,102
91,137,51,128
226,27,0,18
28,132,131,197
34,141,110,181
88,164,75,103
136,137,26,55
68,103,135,151
97,158,138,196
0,139,179,211
210,2,0,44
219,123,217,116
249,94,169,80
77,128,77,119
48,124,149,168
94,145,71,89
157,0,62,61
49,139,84,187
172,139,223,107
229,35,33,47
162,37,0,82
255,179,209,91
49,172,104,201
213,36,9,78
202,36,96,6
153,153,119,25
100,62,88,205
220,46,44,47
55,159,74,21
221,164,175,151
91,141,31,53
180,172,15,101
41,130,97,143
77,146,200,219
119,147,75,0
255,0,8,20
171,0,55,50
102,161,80,77
28,142,103,210
152,120,255,87
113,227,60,119
168,138,255,99
255,144,243,95
43,133,196,138
218,105,255,79
163,18,15,32
176,45,21,13
255,125,241,110
121,103,44,126
163,112,22,13
77,125,236,201
247,134,255,122
46,82,174,183
155,42,0,69
184,45,38,31
143,42,32,72
220,0,0,53
12,144,160,225
21,173,177,188
196,145,196,159
211,28,0,48
237,154,209,116
51,109,45,53
84,167,101,80
184,0,0,1
84,183,80,88
199,0,0,72
170,0,40,11
186,79,60,28
210,96,209,65
215,187,255,143
211,17,0,87
208,37,51,59
151,190,65,63
163,127,251,109
22,145,144,180
183,137,255,113
70,176,132,157
185,38,16,0
95,153,127,158
246,126,202,84
93,109,189,157
31,108,115,159
167,0,81,0
193,35,3,2
64,112,141,237
236,167,255,105
190,78,29,35
218,121,224,152
29,167,152,170
203,27,14,19
249,196,255,152
77,133,79,45
196,160,206,121
149,195,6,40
220,35,66,35
171,32,21,49
255,141,172,133
205,89,191,150
196,50,19,53
102,152,45,73
170,30,16,61
255,141,234,128
236,163,242,134
70,209,87,62
77,187,185,240
160,178,84,33
88,145,156,214
109,122,91,127
106,255,35,101
191,0,0,30
216,82,255,91
255,103,202,129
177,164,239,104
208,27,3,35
183,36,0,40
231,43,11,11
192,98,255,75
229,122,255,97
76,161,133,205
195,115,250,105
183,33,21,49
79,159,45,51
220,109,178,103
171,21,7,24
126,174,73,87
139,78,97,10
140,51,6,41
116,210,83,96
165,20,46,28
138,200,32,42
120,101,47,96
218,102,220,123
133,198,36,33
141,208,24,58
191,138,255,129
85,97,55,123
255,59,255,67
103,87,39,38
73,199,83,75
163,0,39,61
185,96,34,0
181,152,209,76
255,153,202,41
16,128,177,184
27,112,164,196
11,157,152,191
165,138,202,105
255,36,0,35
161,88,255,51
26,150,177,194
217,75,226,93
241,15,70,57
174,49,0,22
180,164,244,113
247,133,210,63
38,188,146,176
164,130,236,150
157,137,61,97
51,89,171,182
91,111,239,158
223,188,211,86
193,111,202,103
141,163,9,29
91,97,57,79
69,173,105,55
43,121,113,255
0,147,193,163
73,161,159,242
204,93,188,45
92,137,163,196
18,67,187,208
165,22,27,92
0,149,170,220
229,147,245,99
217,177,215,118
203,183,221,126
185,38,14,43
212,179,184,153
78,126,118,191
132,141,95,28
61,150,107,152
225,154,247,106
65,138,153,169
40,164,122,195
202,89,238,114
241,144,255,129
76,197,59,58
211,128,255,132
254,123,176,94
220,41,50,0
166,22,16,39
94,163,108,20
209,186,178,133
101,176,131,78
170,160,14,156
181,137,225,98
115,148,90,25
151,93,56,29
61,137,165,226
76,148,45,14
177,132,196,91
166,165,22,94
108,142,125,132
230,127,241,77
37,95,124,175
228,171,194,107
26,147,184,179
223,107,219,94
46,144,115,179
238,119,217,89
0,111,146,159
255,36,13,45
127,156,14,10
236,122,237,58
51,179,151,204
222,0,0,52
204,193,251,68
193,54,0,27
27,134,154,148
212,163,253,83
0,171,172,215
26,170,60,41
45,171,151,205
19,161,152,192
30,139,176,157
52,100,128,158
0,167,86,220
221,120,214,135
223,94,58,59
108,162,127,211
194,88,207,133
107,124,86,65
125,164,33,58
245,118,241,98
160,55,73,72
207,152,217,79
133,153,187,107
98,120,116,41
11,173,176,173
194,0,29,54
96,143,43,17
223,181,238,133
145,0,38,42
219,70,25,9
151,193,42,57
160,197,82,29
213,113,11,58
66,154,181,139
183,30,0,41
96,133,74,48
208,40,0,49
49,150,148,156
204,141,217,94
181,161,244,78
75,102,126,203
219,23,26,72
174,0,6,41
74,254,44,57
60,163,34,44
131,176,45,32
235,206,255,102
216,128,200,121
135,157,66,60
55,88,164,213
4,123,122,168
84,187,20,91
231,40,8,40
150,10,23,40
10,160,126,213
247,150,194,106
218,122,166,68
64,118,176,255
59,146,161,150
204,29,5,9
149,53,39,49
74,99,187,188
26,160,177,255
173,175,61,75
115,135,77,111
126,125,65,92
84,170,66,40
220,63,0,58
83,127,149,145
202,85,175,126
108,180,127,164
109,199,27,66
165,224,80,133
24,148,184,194
96,150,40,58
187,18,30,82
204,122,176,72
211,152,234,119
234,149,237,73
255,153,241,146
153,160,24,63
46,153,92,185
0,151,112,155
83,91,246,203
83,113,83,77
179,70,0,45
0,83,148,228
251,116,225,119
65,110,159,233
124,140,74,8
222,116,184,114
251,117,255,112
191,168,216,81
200,166,246,51
24,155,173,204
12,137,180,251
210,171,244,110
203,168,165,69
255,178,255,168
232,0,57,135
194,45,69,89
239,69,181,76
55,174,96,111
93,133,56,67
191,54,199,69
255,192,255,79
144,3,29,74
173,14,29,12
168,125,70,41
186,144,212,30
203,151,224,71
81,124,195,192
187,45,58,91
77,98,41,47
206,0,0,40
219,75,5,30
145,203,33,57
61,106,143,180
204,49,39,38
102,204,26,54
72,243,69,41
110,183,86,54
228,175,255,49
17,187,138,225
223,134,232,123
249,27,27,50
9,122,170,197
110,153,60,50
221,181,209,78
231,124,248,49
59,161,41,110
255,90,214,95
252,121,186,124
63,132,136,131
115,153,214,175
194,166,255,112
179,173,25,88
65,93,152,170
62,139,129,223
20,174,141,107
151,72,40,9
10,201,143,172
105,172,47,80
152,185,110,45
205,43,44,73
217,66,0,0
107,168,6,12
39,173,79,203
181,0,15,19
189,136,162,70
78,155,61,53
109,152,29,50
156,110,35,6
55,104,143,212
132,144,68,68
0,123,121,186
184,187,255,109
0,135,152,168
22,159,163,201
166,12,49,44
160,78,255,120
185,130,211,44
203,0,19,46
179,0,35,60
125,129,35,105
255,86,255,114
40,178,96,227
151,21,36,74
214,2,0,33
168,6,57,58
255,57,1,57
20,146,124,190
43,202,148,182
119,172,74,63
37,166,161,184
198,52,17,0
72,116,152,138
145,188,62,29
206,181,255,83
55,104,123,246
218,42,0,39
159,124,207,85
